nick	n_matches	Assassin_avg_kda	Assassin_avg_dmg	Assassin_avg_wr	Assassin_var_kda	Assassin_var_dmg	Assassin_var_wr	Assassin_weight	Fighter_avg_kda	Fighter_avg_dmg	Fighter_avg_wr	Fighter_var_kda	Fighter_var_dmg	Fighter_var_wr	Fighter_weight	Mage_avg_kda	Mage_avg_dmg	Mage_avg_wr	Mage_var_kda	Mage_var_dmg	Mage_var_wr	Mage_weight	Marksman_avg_kda	Marksman_avg_dmg	Marksman_avg_wr	Marksman_var_kda	Marksman_var_dmg	Marksman_var_wr	Marksman_weight	Support_avg_kda	Support_avg_dmg	Support_avg_wr	Support_var_kda	Support_var_dmg	Support_var_wr	Support_weight	Tank_avg_kda	Tank_avg_dmg	Tank_avg_wr	Tank_var_kda	Tank_var_dmg	Tank_var_wr	Tank_weight	Assassin_avg_goldEarned	Assassin_avg_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_avg_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_goldEarned	Assassin_var_totalDamageTaken	Assassin_var_totalMinionsKilled	Assassin_var_visionScore	Assassin_var_visionWardsBoughtInGame	Fighter_avg_goldEarned	Fighter_avg_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_avg_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_goldEarned	Fighter_var_totalDamageTaken	Fighter_var_totalMinionsKilled	Fighter_var_visionScore	Fighter_var_visionWardsBoughtInGame	Mage_avg_goldEarned	Mage_avg_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_avg_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_goldEarned	Mage_var_totalDamageTaken	Mage_var_totalMinionsKilled	Mage_var_visionScore	Mage_var_visionWardsBoughtInGame	Marksman_avg_goldEarned	Marksman_avg_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_avg_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_goldEarned	Marksman_var_totalDamageTaken	Marksman_var_totalMinionsKilled	Marksman_var_visionScore	Marksman_var_visionWardsBoughtInGame	Support_avg_goldEarned	Support_avg_totalDamageTaken	Support_avg_totalMinionsKilled	Support_avg_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_goldEarned	Support_var_totalDamageTaken	Support_var_totalMinionsKilled	Support_var_visionScore	Support_var_visionWardsBoughtInGame	Tank_avg_goldEarned	Tank_avg_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_avg_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_goldEarned	Tank_var_totalDamageTaken	Tank_var_totalMinionsKilled	Tank_var_visionScore	Tank_var_visionWardsBoughtInGame	solo_q_tier	solo_q_division	flex_tier	flex_division
Adcpção Bobobi 	347	1.3935800045299997	559912.655172	0.344827586207	0.10856252550899999	94553334646.2	0.0446954683578	29	2.0178709745099996	819413.140625	0.453125	0.751293844531	232230211571.0	0.06021141943990001	64	2.34791591879	1262783.1739100001	0.49275362318800003	0.7219968314569999	902882827577.0	0.06308540727999999	69	2.0845435102	2191249.33594	0.5625	0.129037875218	1602009884180.0	0.0303086253796	128	2.07483974359	277435.0	0.3125	1.9577907986099998	111271482341.0	0.12109375	16	2.4495308641999998	471209.9	0.46666666666699996	0.837459767221	34241601295.6	0.08166666666669999	30	9638.48387097	13012912.3143	25025.5483871	93850420.0541	74.4193548387	5862.04994797	2.03225806452	45.7731529657	0.8709677419349999	0.951092611863	11126.1343284	18956819.0118	27737.895522400002	144224823.079	128.52238806	8532.36890176	7.9104477611899995	165.574069949	1.23880597015	1.22655379817	11558.0714286	14869762.7806	18344.1285714	56972413.5978	166.185714286	4105.15122449	2.9428571428600003	52.05387755100001	1.0	0.885714285714	12169.8257576	25386823.1742	20625.4015152	94964624.3918	177.939393939	6115.79935721	3.8181818181800002	53.785123966899995	0.30303030303	0.24150596877900002	8577.27777778	14580064.6451	21051.8333333	158269135.917	33.4444444444	844.24691358	7.555555555560001	207.913580247	1.0	1.0	11126.517241399999	10845825.8359	31288.4137931	164985461.415	118.13793103399999	6700.39476813	6.48275862069	62.87039239	1.93103448276	1.16765755054	GOLD	III	GOLD	V	
Adriel F	86	2.23472222222	194274.333333	0.33333333333299997	0.98102816358	15576729021.9	0.222222222222	6	1.6898524898500003	561545.714286	0.14285714285700002	0.382037475355	114756609555.0	0.015306122449	7	1.75	247091.0	0.0	0.0	0.0	0.0	2	1.30257936508	94905.25	0.0	0.25878980064199997	168638632.688	0.0	4	2.0430620706	273181.571429	0.514285714286	0.025262108860900002	16231523785.7	0.0256901995248	35	3.4916500804000004	256439.3125	0.625	1.85632733023	16365309217.3	0.0791170634921	32	10187.3333333	4246355.55556	21362.6666667	19741790.2222	103.833333333	2863.80555556	18.3333333333	386.88888888900004	3.0	3.0	13721.571428600002	12873615.6735	31026.8571429	49405502.6939	185.71428571400003	1181.34693878	28.0	510.857142857	3.4285714285699997	5.10204081633	10729.5	31623752.25	15651.0	69272329.0	147.5	6480.25	0.0	0.0	0.0	0.0	9566.25	405263.1875	16107.0	3681078.5	154.5	605.25	22.25	0.6875	2.25	1.1875	9098.4	6665119.04	20575.657142900003	35334977.4253	21.971428571399997	127.913469388	17.314285714300002	648.3297959180001	4.05714285714	2.45387755102	8289.875	7137615.73438	19522.71875	81892532.7646	35.875	556.734375	24.34375	607.288085938	2.9375	4.49609375	GOLD	III	BRONZE	I	
AdrielZólon	185	1.7641355784700001	973178.083333	0.458333333333	1.0571185409000001	563273644652.0	0.0928151709402	24	1.96594229137	472989.44	0.28	0.884628887718	66712623126.5	0.04293333333330001	25	2.27139970751	429058.65625	0.46875	0.955103885683	70215340403.4	0.0969401041667	32	2.3318009732799996	2819212.5303	0.621212121212	0.288749064514	3240607935440.0	0.0487948751585	66	3.4	41693.6	0.8	1.33652777778	710016978.24	0.06	5	1.59111111111	123535.0	0.2	0.575674074074	6191924042.8	0.06	5	11620.16	14255772.2944	22649.76	110762485.46200001	145.68	2723.6576	2.72	39.0016	0.0	0.0	11089.9333333	15230825.1956	24325.2666667	103428775.329	115.4	6728.84	8.433333333330001	162.44555555600002	0.0	0.0	12144.6285714	17869726.6335	18433.2571429	55874637.2767	164.971428571	2254.48489796	1.8857142857099998	24.6726530612	0.0	0.0	13776.0361446	29246768.8782	21382.216867500003	98152020.8686	194.530120482	6432.97198432	2.77108433735	42.5379590652	0.0	0.0	7762.2	4856903.36	11741.4	8611117.44	39.6	2715.04	2.8	31.36	0.0	0.0	8619.42857143	20418235.9592	28333.1428571	286379983.265	59.285714285699996	1998.48979592	1.14285714286	7.83673469388	0.0	0.0	GOLD	V	SILVER	V	
Affzal	144	2.77777777778	216681.0	0.5	0.0	0.0	0.0	2	2.425	114526.5	0.25	0.110625	455421980.25	0.0625	4	3.3945175438599997	517621.722222	0.5	4.114618392200001	192561020331.0	0.101851851852	18	1.9472298534799999	220338.125	0.375	0.196277191072	3584704470.11	0.0885416666667	8	3.8181096515400004	395796.266667	0.511111111111	1.4705271035699998	48627559019.0	0.018398299231599996	90	2.84549478271	223490.0	0.46666666666699996	1.10173184267	28277427337.6	0.120317460317	15	10006.0	1261129.0	26647.0	7396.0	22.5	132.25	22.0	64.0	0.5	0.25	8804.75	930643.1875	19219.0	57865443.5	50.75	2936.6875	12.5	28.25	0.5	0.25	11510.588235299998	7422023.41869	16264.8235294	30810712.0277	101.17647058799999	3317.32179931	13.117647058800001	165.16262975799998	0.41176470588200004	0.595155709343	9766.875	11613005.8594	14744.625	44782712.2344	125.875	2421.359375	13.0	91.5	0.0	0.0	9953.55670103	11201719.9581	17904.7216495	75697658.5926	25.175257732	343.319800191	15.6701030928	569.829312361	1.0927835051500001	1.2181953448799998	10109.1875	13868519.7773	24901.6875	190072619.715	56.5625	3252.87109375	23.875	304.734375	0.4375	1.12109375	GOLD	III	SILVER	I	
Agiota	150	3.2415584415599996	203976.0	0.428571428571	3.49806038118	8254874452.0	0.030612244898	7	3.33218691268	717223.304348	0.521739130435	4.331234981280001	191935342516.0	0.135638521319	46	2.56862745098	3678102.0	0.5	0.0	0.0	0.0	24	3.2406361362299996	1422110.4324299998	0.459459459459	3.29206626861	598334956743.0	0.0398622560785	37	3.15151515152	29388.0	0.0	7.417814508719999	100866002.66700001	0.0	3	3.9847222222199994	115333.5	0.833333333333	2.18913001543	2188776393.92	0.138888888889	6	12036.0714286	19465293.2092	23923.071428599997	173240621.781	83.0	6789.57142857	0.0	0.0	0.357142857143	0.658163265306	11449.827586200001	19049038.2806	27108.672413800003	196051264.186	113.948275862	6992.98008323	0.0	0.0	1.3620689655200002	1.1964922711100001	12124.04	17519362.9984	22563.72	98329981.7216	175.24	3120.9824	0.0	0.0	1.44	1.1264	11621.142857100001	21943083.6463	17972.761904799998	70961171.61	159.547619048	4155.24773243	0.23809523809500002	2.32426303855	0.214285714286	0.215986394558	9083.33333333	1820624.88889	23131.3333333	46308197.5556	27.3333333333	77.55555555560001	0.0	0.0	2.33333333333	0.222222222222	10996.625	16534584.9844	23040.5	141152932.75	135.125	7034.109375	0.0	0.0	1.875	2.359375	GOLD	III	nan	nan	
AikaTT	509	2.85951548452	759974.384615	0.615384615385	0.232834954028	122571702203.0	0.0027120315581899996	13	2.3497021252000003	3415918.1549299997	0.492957746479	0.20766558169799998	4275825852770.0	0.0178005631599	71	2.8499684321	3456780.22472	0.61797752809	0.151376661749	1145118718270.0	0.0126285319508	89	2.4849844272599997	14073857.774	0.542372881356	0.0490551313765	69208365089700.0	0.00703778182089	177	2.6209338715599997	694825.147059	0.5	0.512706959706	353705610651.0	0.011904761904799999	34	2.8763773945599995	2133292.62353	0.482352941176	0.38349771059	1487133205310.0	0.0214324161037	85	11467.785714299998	25061459.8827	24210.571428599997	158293717.245	60.5	3166.82142857	0.0	0.0	0.214285714286	0.31122448979600004	12458.0666667	20035282.4089	26123.04	165795769.318	103.61333333299999	5218.34382222	0.41333333333300004	12.6424888889	0.786666666667	0.487822222222	12333.2688172	15294192.1105	16622.7741935	54180593.0995	170.956989247	2563.39599954	0.978494623656	21.69846225	0.47311827956999997	0.270782749451	12853.9587629	20424432.9055	17991.5876289	62637341.6031	190.463917526	4817.43426507	2.56701030928	49.1424168349	0.07731958762889998	0.07134126899780001	9626.53846154	19090167.5819	20197.2051282	165138241.65	60.0256410256	3418.69165023	3.28205128205	289.740959895	1.02564102564	0.64036817883	9952.67021277	17759487.3061	27443.7765957	217090871.705	50.7978723404	2241.90595292	3.26595744681	178.59947940200001	1.01063829787	0.563716613852	GOLD	V	GOLD	IV	
AirPlanesz	598	2.01287472083	941272.0666670001	0.46666666666699996	0.219757954085	342440484324.0	0.0792551892552	45	2.09000638401	2011437.86207	0.51724137931	0.619318492715	1823835702260.0	0.0485416991957	87	2.48910298785	2271168.84783	0.5	0.40399426329099997	1966332385660.0	0.0136782172823	92	2.5168211898900004	5752509.52419	0.5403225806449999	0.0676012376095	12451569181300.0	0.009201805825870001	248	2.5413605835900004	814587.595238	0.5714285714289999	0.254708949818	333190242852.0	0.0271139157417	42	2.48759788006	270974.875	0.25	3.6462499174699996	19878126703.4	0.09375	16	11582.3636364	11349289.9041	24860.5454545	104276830.721	118.945454545	3907.36066116	5.69090909091	118.940826446	0.272727272727	0.307438016529	11336.7920792	14234239.3726	27989.534653500003	130240737.655	97.38613861389999	6760.09842172	5.178217821780001	151.552396824	0.247524752475	0.26546417017900004	12263.4591837	17556526.880999997	18776.8265306	74834679.123	167.295918367	3903.84100375	9.37755102041	185.82684298200002	0.357142857143	0.372448979592	12916.9528986	24742701.255	22034.2644928	100739243.354	182.836956522	5458.17269219	5.06884057971	115.34671025	0.163043478261	0.158199432892	10515.4375	19876727.1211	19793.5	104228719.79200001	48.3541666667	2375.56206597	6.354166666669999	381.520399306	0.354166666667	0.5620659722219999	10969.0	15918919.9	28790.55	168867855.347	129.9	4776.29	9.1	280.79	0.15	0.1275	GOLD	II	SILVER	II	
Ajjeq	54	1.3473684210499999	958952.0	0.33333333333299997	0.0	0.0	0.0	12	1.26944444444	101456.333333	0.33333333333299997	0.578533950617	1001798414.89	0.222222222222	3	1.65840517241	636248.388889	0.5	0.22802647644000001	62597427220.1	0.047619047619	18	3.34347826087	1237595.3	0.7	5.21264650284	282981382998.0	0.06	10	1.15627705628	52779.8	0.4	0.101445156575	711113390.96	0.04	5	1.9817204301099998	517599.166667	0.5	0.381830269395	37757036173.5	0.05	6	10648.0833333	9144691.74306	19465.0833333	19660863.4097	131.41666666700002	1716.40972222	0.0	0.0	0.166666666667	0.138888888889	9378.33333333	3901691.55556	26542.3333333	16887762.8889	119.0	2972.66666667	0.0	0.0	1.33333333333	1.55555555556	11435.7058824	8423174.44291	18580.2941176	22661157.9723	145.058823529	3900.52595156	0.0	0.0	1.05882352941	0.7612456747399999	14661.8	30356499.36	22870.6	437681506.24	189.6	4705.64	0.0	0.0	0.7	0.41	7591.6	12290766.64	17804.2	56321679.76	51.8	3230.16	0.0	0.0	0.8	0.16	9368.85714286	27940450.6939	19736.7142857	127855187.918	138.857142857	3798.97959184	0.0	0.0	0.714285714286	0.489795918367	GOLD	IV	BRONZE	II	
AkemiAkira	333	1.5028373266100001	1573528.875	0.3125	0.06054464187749999	293062851879.0	0.0050223214285699995	16	1.09867172676	512112.8	0.4	0.00466641942325	18331643551.4	0.04	5	2.4757906499	4735506.980769999	0.567307692308	0.24805176905200002	10699521605000.0	0.0299352795727	104	2.1405382325	2719157.15385	0.551282051282	0.247255270576	3812818620210.0	0.0282457272532	78	2.67777988614	929623.75	0.619047619048	0.34279327133299997	281237110889.0	0.0222639839635	84	2.19311330136	347702.27777800005	0.444444444444	0.0806410206982	13184226371.8	0.0432098765432	18	11852.5	15605291.625	23599.8125	115431100.52700001	157.5625	1705.12109375	4.3125	42.46484375	0.6875	0.46484375	12445.0	10672899.6	36449.0	157866678.0	188.6	880.24	0.0	0.0	1.4	0.24	12327.4375	17548191.7282	18091.7857143	65433093.8112	150.464285714	4266.8380102	3.0625	61.487165178599994	0.678571428571	0.539540816327	13260.6385542	23395415.773000002	20798.0120482	64087540.7348	184.240963855	4640.54434606	1.50602409639	21.3824938307	0.506024096386	0.515023951227	9591.87368421	13795440.7419	16875.842105300002	77426203.8593	42.4421052632	3352.83612188	2.61052631579	57.943047091400004	1.01052631579	1.50515235457	8264.36363636	15872956.5041	20812.4545455	112218988.612	51.0909090909	2374.99173554	1.63636363636	28.231404958699997	1.0	0.8181818181820001	GOLD	II	BRONZE	III	
Akilletcounter	92	2.6607142857099997	535963.5	0.25	0.506058673469	57056263116.8	0.020833333333299998	4	2.7814978343799996	4489843.38636	0.6818181818179999	0.427444366532	6521951394950.0	0.0509857093664	44	3.41701552416	350327.857143	0.5714285714289999	2.23118795636	22659952427.6	0.17346938775499998	7	3.34666666667	350910.2	0.8	0.450044444444	5790541436.96	0.06	5	3.5173469387800003	113950.428571	0.5714285714289999	0.17507080383200002	2925898692.53	0.137755102041	7	1.4677002584	2912454.375	0.5	1.02936981285	1745106279230.0	0.0248538011696	24	13765.0	16163229.0	37108.5	168973096.25	112.75	2443.1875	0.0	0.0	0.75	0.1875	12405.3333333	16610279.8889	26481.7142857	138523992.537	85.5952380952	3377.24092971	0.0	0.0	1.7142857142899999	0.8707482993200001	13718.375	28118891.7344	25270.125	154944494.859	243.125	9455.609375	0.0	0.0	2.125	4.359375	12793.5	34148195.9167	17228.0	129195177.66700001	213.83333333299998	10904.4722222	0.0	0.0	1.16666666667	0.805555555556	11164.714285700002	9286429.34694	19602.7142857	20648813.9184	66.2857142857	8776.20408163	0.0	0.0	3.4285714285699997	3.959183673469999	12554.2	17924527.44	32919.2	272013845.68	227.28	12160.1216	0.0	0.0	1.08	0.4736	GOLD	I	GOLD	II	
Ako Senpai	146	2.76957328386	173927.142857	0.28571428571400004	1.46680425856	2089728492.12	0.061224489795900006	7	2.78813481071	402774.0	0.42105263157899997	0.595632932173	19207411992.6	0.0683287165282	19	2.7255341880299997	185242.333333	0.5	1.25551513761	8108435065.22	0.152777777778	12	3.3131850053099994	4093955.52874	0.666666666667	0.49759120981399996	7850276831480.0	0.007499841982600001	87	4.6773109243699995	123422.4	0.6	1.4368646282	1532477653.04	0.04	5	2.78009259259	238139.0	0.33333333333299997	1.0031132115899999	5287075364.0	0.222222222222	6	11657.125	7802473.85938	22942.5	49682758.75	122.375	5677.234375	0.0	0.0	0.0	0.0	13090.5714286	10508095.102	27593.6190476	158018649.76	158.857142857	8434.59863946	2.0	38.0952380952	0.0952380952381	0.0861678004535	11234.9166667	15856122.5764	15193.333333300001	37907913.2222	163.25	2901.1875	0.25	0.6875	0.166666666667	0.138888888889	14154.4468085	27525641.0557	19610.0851064	92700655.9928	206.755319149	6363.63162064	1.5	21.0159574468	0.117021276596	0.124603893164	13297.2	3230399.76	24820.6	73705933.44	91.6	2241.44	9.4	353.44	0.6	0.24	13827.0	11312020.3333	35208.8333333	191572078.13900003	217.5	1138.25	0.0	0.0	0.33333333333299997	0.222222222222	GOLD	V	SILVER	II	
Alan VPP	70	2.4255952381	122648.0	1.0	2.0453780470500003	5451790222.5	0.0	4	2.45483709273	261246.631579	0.631578947368	1.2958383985600002	18811480523.0	0.127423822715	19	1.3687130407700001	154109.0	0.33333333333299997	1.17710180998	8035318661.33	0.222222222222	9	2.08145928146	1136642.90476	0.5714285714289999	0.205194398957	236593328432.0	0.060374149659900005	21	2.6863075196399997	783530.833333	0.666666666667	0.0006817772436930001	271761206187.0	0.0555555555556	6	2.0220238095200003	152760.0	0.375	0.38926268424000005	5000591074.0	0.151041666667	8	12508.75	20593715.1875	24513.0	128713945.0	128.5	9633.25	0.0	0.0	0.5	0.25	11394.85	19354766.7275	26374.2	159844257.76	138.7	9454.51	2.85	73.3275	0.2	0.46	11288.3333333	17494132.8889	23495.111111099995	279332072.09900004	167.33333333299998	2050.22222222	1.6666666666699999	22.2222222222	0.111111111111	0.0987654320988	13310.6363636	28051592.7769	23063.5454545	76675663.7934	198.454545455	7192.70247934	7.681818181819999	133.58057851200002	0.0909090909091	0.0826446280992	9145.85714286	17258629.2653	21837.428571400003	109396467.673	21.714285714299997	234.489795918	0.0	0.0	0.0	0.0	9282.125	12898918.1094	26604.375	193402157.23400003	87.75	5308.1875	0.0	0.0	0.625	0.984375	GOLD	V	GOLD	I	
Alarpon	42	1.78571428571	125302.0	0.5	0.0	0.0	0.0	2	1.3424136321200002	187193.0	0.28571428571400004	0.377690827148	15822791126.3	0.061224489795900006	7	2.36548089592	382675.1	0.7	0.541786727908	23448029099.7	0.143333333333	10	1.83783783784	609624.0	0.4	0.0	0.0	0.0	5	2.1117364117400004	175714.11111099998	0.444444444444	0.8013742223070001	12870869784.5	0.0802469135802	9	2.21385281385	124641.66666700001	0.666666666667	2.1276447218	3970205489.56	0.222222222222	6	9629.5	7904532.25	17985.5	80218892.25	104.0	225.0	0.0	0.0	0.0	0.0	9758.14285714	10852898.9796	27766.2857143	46071161.0612	49.571428571400006	747.1020408160001	0.0	0.0	0.0	0.0	10540.0833333	33292585.5764	15830.25	155099690.188	101.416666667	3563.07638889	0.0	0.0	0.33333333333299997	0.555555555556	12533.4	4310974.64	21182.8	42692777.36	153.2	2985.36	0.0	0.0	0.8	1.36	10718.8	17748883.36	21853.9	74986118.49	52.5	1788.45	4.6	190.44	1.1	1.29	9473.5	8634216.25	24902.6666667	97865188.5556	40.5	670.25	0.0	0.0	0.33333333333299997	0.555555555556	GOLD	V	BRONZE	IV	
Albertox	172	2.4144167259900002	707719.428571	0.46428571428599996	1.0818756404899998	65550233342.7	0.0352891156463	28	2.53733417483	1000409.6756799999	0.513513513514	0.750593676715	488228132789.0	0.0430606281958	37	3.0684961023299997	383312.875	0.5	2.2590077634	65584015235.0	0.1125	16	3.2581832519300002	667611.791667	0.5	0.724552399272	84070796001.0	0.0972222222222	24	3.2383633909900005	322095.730769	0.538461538462	0.411575128365	15784711969.1	0.0551141166526	26	3.47396175189	478644.14285699994	0.485714285714	0.924939943811	54804870282.1	0.0593197278912	35	11391.4482759	15568913.5577	21980.103448299997	77992150.9203	113.89655172399999	5098.98929845	2.96551724138	47.964328180699994	0.51724137931	1.0083234244900001	12115.6486486	11735752.9306	28381.7837838	108453882.81799999	81.1621621622	3369.00073046	12.945945945899998	238.915997078	0.675675675676	0.867786705625	11042.7058824	24304074.9135	15090.3529412	73674901.9931	133.76470588200002	5353.00346021	1.58823529412	40.3598615917	0.529411764706	0.484429065744	12439.52	29599509.2096	17351.44	117703158.80600001	193.48	6102.6496	0.44	4.6464	0.28	0.2016	10207.857142899999	6789799.836730001	19579.7142857	63556644.7755	39.5714285714	1035.60204082	4.1071428571399995	178.02423469400003	1.0714285714299998	1.42346938776	10823.2222222	10617989.284	29058.972222200002	164444610.416	58.2222222222	1911.72839506	10.9444444444	161.219135802	0.611111111111	0.348765432099	GOLD	V	SILVER	V	
Albs	360	3.01267243524	555682.96	0.56	3.73447860395	88384407564.5	0.074780952381	50	2.29587743469	950594.666667	0.533333333333	0.7488990109010001	898585954895.0	0.09575396825400001	60	3.35024734505	1259432.22535	0.43661971831	2.7059101192900004	1122272610600.0	0.0585248580686	71	2.71037450287	1262283.21795	0.525641025641	0.5111976335980001	803459445183.0	0.051187914649499996	78	3.61484983888	254376.2	0.56	0.9727004294730001	27692646223.8	0.0844	25	2.4422494408099995	339414.392857	0.5	0.6090773572829999	17110205215.1	0.099025974026	28	11634.1929825	17859493.9101	23302.210526299998	111663798.58700001	91.1228070175	3444.10772545	0.736842105263	12.9658356417	0.315789473684	0.356417359187	12002.8333333	18675648.8965	28622.212121200002	156203700.561	94.6212121212	6058.44742883	2.48484848485	36.9467401286	0.363636363636	0.382920110193	12097.3478261	23728884.4225	17074.8152174	69843680.7376	137.22826087	6723.19789698	1.2934782608700002	36.294305293	0.8043478260870001	0.8747637051039999	12026.809523799999	21769979.8923	17783.428571400003	65481543.0544	171.08333333299998	4790.19543651	0.40476190476199997	6.81235827664	0.297619047619	0.447137188209	9904.375	17961090.7344	19035.15625	108779823.19399999	44.84375	2468.69433594	4.03125	117.842773438	0.9375	0.87109375	9818.37931034	12143485.7527	24084.103448299997	154761050.438	76.8275862069	4293.31510107	0.103448275862	0.299643281807	0.448275862069	0.316290130797	GOLD	V	SILVER	IV	
AleeZiikA	554	2.3641827112700002	1835529.5730299999	0.46067415730300004	0.309316436889	747413689656.0	0.0356137585149	89	2.67453158976	1710170.6941200001	0.45882352941200005	0.8084437916570001	1416680091640.0	0.0487597608347	85	3.01312754177	10583419.5563	0.59375	0.373770832139	44983666367300.0	0.028038356979099996	160	2.6676155923400002	2751229.60145	0.5144927536230001	0.322199809442	3523394433560.0	0.01918050135	138	3.05027330887	401305.15	0.3	0.771085871169	87489387880.6	0.057619047619000004	20	2.9838844404100002	503260.90476199996	0.47619047618999993	0.5575868179600001	68831327031.2	0.08514739229019999	42	11505.2659574	17948704.9612	23829.1170213	117609574.933	130.553191489	5901.50248981	7.29787234043	121.42191036700001	2.91489361702	2.20552286102	11921.3529412	15511112.5107	29970.517647099994	180022948.509	107.529411765	7598.24913495	3.96470588235	132.198754325	3.1176470588200003	2.29204152249	12757.6746988	17357068.8339	19342.3192771	78001964.2294	193.759036145	4819.20699666	4.93373493976	101.56789809799999	2.20481927711	2.24720569023	12160.5724138	21209496.7689	18774.3310345	82183522.6628	184.0	4903.43448276	1.73103448276	26.3483472057	0.896551724138	1.07205707491	10465.3636364	27512505.686	22248.5454545	204327970.06599998	79.27272727270001	7051.83471074	9.45454545455	286.157024793	2.22727272727	1.90289256198	11072.5714286	13538668.2449	30302.5952381	184517924.908	108.80952381	5571.05895692	6.2380952381	323.038548753	2.83333333333	3.0912698412700004	GOLD	IV	SILVER	V	
AleexMaL	1148	2.0702036546200002	1452768.12195	0.524390243902	0.49317803741099997	854500287462.0	0.0173094100186	82	2.07532367526	2131317.7798200003	0.481651376147	0.22610601301199998	1958830398270.0	0.0315768565501	218	2.5056301932	6967379.7126899995	0.485074626866	0.394684053414	20130343329400.0	0.0315494085941	268	2.41815641505	4924248.5202	0.479797979798	0.12134621826099999	6975988188410.0	0.012691313440000001	198	2.96913039987	633807.490196	0.470588235294	0.4623326655899999	342190378046.0	0.032795078815799995	51	3.37674115169	2208959.69697	0.61038961039	0.673878078698	1292972390870.0	0.0127973116751	231	11911.8952381	26637721.5414	27047.542857099997	201062133.54299998	92.9047619048	4544.46712018	2.12380952381	47.8989569161	0.047619047619	0.045351473922899996	12088.0081301	19670605.1951	30705.857723600002	216658441.594	115.304878049	7780.6997323	2.10975609756	56.0651893714	0.10162601626000001	0.115688412982	12306.7877698	17767249.901	16733.0935252	52451078.8977	171.05035971200002	4743.89674447	4.42086330935	88.78330572950001	0.251798561151	0.375446405466	12506.6571429	24319131.2729	19138.5333333	81704611.8489	183.08095238099997	5754.8839229	1.3619047619	30.2975963719	0.07142857142860001	0.07585034013610001	10219.035714299998	13411851.6059	18552.696428599997	61480886.9971	65.2321428571	4242.24968112	2.8392857142900003	118.42059949	0.803571428571	0.943558673469	10566.715415	13282206.0771	27050.154150200004	167231207.996	72.9407114625	3234.15063507	2.42687747036	84.7742973644	0.758893280632	0.957677826556	GOLD	IV	SILVER	I	
