nick	n_matches	Assassin_avg_kda	Assassin_avg_dmg	Assassin_avg_wr	Assassin_var_kda	Assassin_var_dmg	Assassin_var_wr	Assassin_weight	Fighter_avg_kda	Fighter_avg_dmg	Fighter_avg_wr	Fighter_var_kda	Fighter_var_dmg	Fighter_var_wr	Fighter_weight	Mage_avg_kda	Mage_avg_dmg	Mage_avg_wr	Mage_var_kda	Mage_var_dmg	Mage_var_wr	Mage_weight	Marksman_avg_kda	Marksman_avg_dmg	Marksman_avg_wr	Marksman_var_kda	Marksman_var_dmg	Marksman_var_wr	Marksman_weight	Support_avg_kda	Support_avg_dmg	Support_avg_wr	Support_var_kda	Support_var_dmg	Support_var_wr	Support_weight	Tank_avg_kda	Tank_avg_dmg	Tank_avg_wr	Tank_var_kda	Tank_var_dmg	Tank_var_wr	Tank_weight	Assassin_avg_goldEarned	Assassin_avg_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_avg_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_goldEarned	Assassin_var_totalDamageTaken	Assassin_var_totalMinionsKilled	Assassin_var_visionScore	Assassin_var_visionWardsBoughtInGame	Fighter_avg_goldEarned	Fighter_avg_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_avg_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_goldEarned	Fighter_var_totalDamageTaken	Fighter_var_totalMinionsKilled	Fighter_var_visionScore	Fighter_var_visionWardsBoughtInGame	Mage_avg_goldEarned	Mage_avg_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_avg_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_goldEarned	Mage_var_totalDamageTaken	Mage_var_totalMinionsKilled	Mage_var_visionScore	Mage_var_visionWardsBoughtInGame	Marksman_avg_goldEarned	Marksman_avg_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_avg_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_goldEarned	Marksman_var_totalDamageTaken	Marksman_var_totalMinionsKilled	Marksman_var_visionScore	Marksman_var_visionWardsBoughtInGame	Support_avg_goldEarned	Support_avg_totalDamageTaken	Support_avg_totalMinionsKilled	Support_avg_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_goldEarned	Support_var_totalDamageTaken	Support_var_totalMinionsKilled	Support_var_visionScore	Support_var_visionWardsBoughtInGame	Tank_avg_goldEarned	Tank_avg_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_avg_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_goldEarned	Tank_var_totalDamageTaken	Tank_var_totalMinionsKilled	Tank_var_visionScore	Tank_var_visionWardsBoughtInGame	solo_q_tier	solo_q_division	flex_tier	flex_division
Babylon by Gus	275	2.2388888888900005	713230.533333	0.4	0.403135802469	122856795648.0	0.0581818181818	15	2.35777567183	1034137.1764700001	0.382352941176	0.8185028472239999	455052003362.0	0.0563272367771	34	2.23644821707	2995536.80645	0.516129032258	0.09587539189089998	4378089844030.0	0.0153969817664	62	2.5295179726900003	4169269.52459	0.6065573770489999	0.103794367927	5218264930980.0	0.011326623897200001	61	2.5849358974400003	111143.75	0.375	0.6334622575609999	1332028962.94	0.05729166666669999	8	2.8920382829199998	1434250.5263200002	0.578947368421	0.285466660799	624734699142.0	0.0430154333201	38	10868.0526316	12065650.0499	20431.8947368	81532065.1468	114.89473684200001	2848.4099723	0.0	0.0	0.6842105263160001	0.531855955679	11278.025641	21019615.2045	33659.282051300004	258846788.305	61.8461538462	2283.00197239	2.05128205128	54.2024983563	0.923076923077	0.840236686391	12343.4625	17618036.1236	18539.8125	63044817.6023	166.9125	3069.10484375	2.2375	54.40609375	0.675	0.719375	12151.6744186	20984115.8475	18397.6395349	63039337.5561	173.76744186	3476.03893997	2.41860465116	61.7550027042	0.476744186047	0.528528934559	8271.44444444	9002228.469139999	15589.888888899999	49252028.7654	29.6666666667	185.777777778	8.77777777778	299.061728395	2.0	1.11111111111	12136.5238095	15720815.5828	34998.095238099995	281361495.277	88.14285714290001	4799.12244898	2.66666666667	79.55555555560001	1.33333333333	1.22222222222	GOLD	V	GOLD	I	
Bad Black Star	433	1.5035660173199998	153971.0	0.4	0.254819612199	5321237405.2	0.19	10	1.5996364033300001	323630.489796	0.34693877550999996	0.938124935433	34006957983.6	0.124725808691	49	2.5115919249900003	6951143.6785699995	0.515306122449	0.163619018256	32620460557200.0	0.0185479541229	196	2.1818676161700004	2928880.44444	0.46464646464599996	0.31260189383299997	6111672036170.0	0.0361324982537	99	2.9654396279400004	180746.0	0.428571428571	2.74473062103	23984054538.9	0.159183673469	14	1.96296128252	317923.931034	0.48275862069	0.21958295361299998	26767925678.5	0.0761395164487	29	12317.0	13345331.8182	26560.5454545	77053353.5207	107.090909091	2503.3553719	1.45454545455	21.157024793399998	0.45454545454499995	0.247933884298	10294.42	13654123.8036	28793.46	200316209.528	124.72	4792.5616	1.64	21.3904	0.22	0.3316	11292.5070423	17329875.2828	16287.723004700001	56211777.3458	140.568075117	3966.96837047	2.65258215962	64.2361083559	0.305164319249	0.305935771121	12004.6902655	21730163.5943	19018.150442500002	82984976.9597	170.14159292	5282.33393375	2.28318584071	46.6808677265	0.274336283186	0.252173232046	9433.0	28237439.6471	20550.1176471	296491638.81	42.7058823529	2924.32525952	1.41176470588	15.4186851211	0.588235294118	0.477508650519	10136.2068966	9086825.61237	28579.103448299997	81933189.4721	102.448275862	3782.73008323	2.37931034483	38.3043995244	0.344827586207	0.294887039239	GOLD	V	SILVER	III	
BallMefhis	266	2.40510432779	1571075.0	0.6	0.14670398768100001	362659529232.0	0.0220952380952	25	2.5251844313799996	6250804.09023	0.601503759398	0.396966078477	19873155774900.0	0.039078682826199994	133	2.0428627445700003	1148066.85714	0.5714285714289999	0.248953899862	344481637746.0	0.045037105751400006	28	2.10763580277	2016349.1521700001	0.434782608696	0.42460680954999996	1743536480520.0	0.0486349090819	46	2.4825653798299996	244066.545455	0.545454545455	0.0670192568652	3869857606.61	0.04591368227730001	11	0.888888888889	89806.5	0.0	0.79012345679	8065207442.25	0.0	2	13142.4074074	22434313.9451	30223.8518519	156092831.83	96.4444444444	7040.91358025	3.8518518518500002	120.94101508899999	2.81481481481	2.74348422497	11790.7762238	19450120.9709	28470.993007	169152436.301	82.1678321678	6236.78302117	5.524475524480001	172.599051298	2.16783216783	1.85994425155	13333.6	20988763.84	20855.1	112223027.02299999	185.3	4902.47666667	7.3	100.476666667	2.16666666667	1.7388888888900003	13169.7307692	23336574.1583	24035.2692308	91589464.8891	182.96153846200002	4445.53698225	4.21153846154	99.32063609469999	2.26923076923	1.88905325444	9436.25	10472262.6875	22572.1666667	92371719.9722	61.4166666667	3049.24305556	9.166666666669999	217.472222222	2.25	2.02083333333	6957.0	39652209.0	21216.5	450139872.25	34.0	1156.0	0.0	0.0	2.0	4.0	GOLD	V	BRONZE	II	
 BZo O Homem Só	631	2.22633697952	1725074.6307700002	0.553846153846	0.351869179234	1786687011350.0	0.04935944397480001	65	2.1214926933099996	1846610.1308900001	0.5445026178010001	0.289024109494	1556236732320.0	0.0369133021068	191	2.46646354095	572878.425532	0.574468085106	1.9087571426900003	104189891343.0	0.04561965121040001	47	2.38354830347	1595876.47222	0.518518518519	0.444142141527	696089074079.0	0.042019177667300005	108	2.2334773585799996	879127.058824	0.43137254901999994	0.0233065568067	125037911374.0	0.0159718789477	51	2.9815931254400003	1450449.25882	0.45882352941200005	1.19989113514	1251893093220.0	0.0396464896119	85	12153.92	13829419.1136	28043.8933333	119552235.295	77.08	3868.7136	0.76	27.4890666667	0.92	1.6202666666699999	11559.2943925	15158928.6096	28116.135513999998	159681448.753	94.3317757009	6373.04413049	1.4719626168200002	38.6884662416	1.1261682243	1.34389466329	12365.26	11354200.8724	22048.26	104252178.27200001	133.74	5243.1124	1.94	51.0964	0.82	1.4276	13151.8992806	19579311.6445	20400.4244604	79427265.7407	186.438848921	5523.41172817	0.258992805755	3.4868795611000003	0.323741007194	0.362817659541	9534.90740741	10711229.4174	21794.148148099997	70200514.1262	58.685185185200005	2597.40089163	0.759259259259	15.0716735254	1.24074074074	1.8124142661200002	11039.1313131	11843604.1141	30027.212121200002	151254006.329	91.0101010101	4810.89888787	2.9595959595999997	57.8771553923	1.4040404040399999	1.10947862463	PLATINUM	V	PLATINUM	III	
 CalI me Vayne	794	2.55653060525	1894749.3076900002	0.5128205128209999	0.265905813277	1108240747310.0	0.0234542167234	78	2.7972411945499998	4114124.7926800004	0.5	1.3283918869700002	8136726441890.0	0.027994320613099997	164	3.00973939239	895396.890244	0.5	1.54245560564	250601776106.0	0.0415319098246	82	2.61844133383	4769918.11053	0.48947368421099996	0.291069734836	12080921149700.0	0.0165366701025	190	4.99518166587	504190.62903199997	0.467741935484	2.5431986165700002	82194941781.4	0.0206480780752	124	3.07906746032	230499.13636399998	0.5	2.13741602086	12334301790.3	0.13636363636399998	22	11242.0777778	23963950.6273	22127.611111099995	114555921.749	126.588888889	5350.95320988	5.3	81.36555555560001	0.288888888889	0.472098765432	11783.7595628	16533564.9258	25047.770491799998	157633276.122	121.901639344	8575.15972409	0.42076502732199994	9.83935023441	0.5191256830600001	0.654005792947	12180.442307700001	16180032.8428	16772.3846154	67742260.4482	181.807692308	5154.02071006	0.403846153846	8.798446745560002	0.528846153846	0.556860207101	12366.789916	21358271.1407	19121.2647059	80149051.2198	190.478991597	4717.51006285	0.0504201680672	0.602499823459	0.483193277311	0.358961231551	8907.79054054	13309308.3007	16081.8716216	104045048.09799999	24.9054054054	2176.85591673	0.5337837837839999	27.046155953299998	1.4797297297299998	1.04688641344	11588.1290323	12766125.2092	29379.9032258	141554195.24899998	142.64516129	10210.0353798	2.3225806451599995	39.8959417274	0.5806451612899999	0.630593132154	PLATINUM	IV	GOLD	I	
 Druggman	588	2.34454999653	465714.25	0.25	0.247535660134	25335244810.2	0.031666666666700004	20	2.80943136583	3295975.38144	0.41237113402099995	0.48135191189099996	7107412324640.0	0.037907382588	97	2.93997618968	2566003.98276	0.48275862069	0.375232812087	2617961858630.0	0.008556046279	58	3.42594432518	10581321.8319	0.56862745098	0.202103677281	10248060413900.0	0.005770639651959999	357	4.51613230519	140686.375	0.5	4.0014166612	7919194676.48	0.102083333333	16	2.76759834369	313822.111111	0.222222222222	1.5846170147299998	68161379511.2	0.033950617284	9	12129.0	20666275.7	23138.0	108415570.1	144.6	3941.54	5.85	98.3275	0.65	1.0275	11278.0	22908687.0476	22380.352381	120125409.371	84.4285714286	5701.52108844	2.8857142857099998	78.7678911565	0.228571428571	0.27156462585	12228.885245899999	20042713.6426	18369.8032787	95039057.5679	184.491803279	4790.74173609	2.86885245902	64.8680462241	0.34426229508199996	0.455253963988	13015.1206434	21840992.535	17144.8847185	64651937.3299	202.65951742599998	4674.62669896	4.33243967828	104.173666166	0.257372654155	0.28228478606199997	10182.0	22663846.7778	18930.0555556	156442784.60799998	37.5	1784.25	9.38888888889	352.348765432	0.5	0.361111111111	8201.0	25463457.2727	21701.727272699998	243046047.653	35.6363636364	1517.32231405	2.6363636363599996	69.5041322314	0.45454545454499995	0.429752066116	PLATINUM	V	BRONZE	V	
 Mukou Hadan	230	3.0188442473299997	1650935.0392200002	0.49019607843099994	3.71412031323	826355103346.0	0.050277365848300004	51	2.91890088885	786155.301887	0.490566037736	2.22682388558	278467791221.0	0.0692506229975	53	2.97313892948	566487.6	0.45	17.7345535473	109543456006.0	0.0954166666667	20	2.26257461485	739749.387097	0.290322580645	0.259469997932	108323575866.0	0.0110276993211	31	3.6711936090199995	109858.625	0.5	9.87718205656	2674113417.61	0.149553571429	16	1.5851481851499998	133568.0	0.14285714285700002	0.125621724263	5860043913.71	0.05102040816330001	7	12173.0869565	21777746.6881	23203.369565200002	129192935.42899999	147.043478261	6565.86767486	4.739130434780001	73.0623818526	0.576086956522	0.5920368620040001	11477.3333333	19764793.8012	26842.6315789	235777475.917	114.87719298200001	6657.75684826	2.33333333333	34.9590643275	1.0701754386	1.04770698677	11620.4	23708584.24	18297.7	71444644.71	177.75	5250.1875	12.1	126.39	1.05	0.8475	10859.5714286	28021314.0735	16872.885714300002	96217146.3298	168.942857143	6845.82530612	3.97142857143	68.7134693878	0.657142857143	0.5681632653059999	8627.16666667	12363569.1389	15707.888888899999	65165327.2099	23.5	244.69444444400003	17.111111111099998	590.654320988	2.72222222222	2.7561728395099996	9774.25	12050091.1875	27258.125	152265798.109	128.25	6459.4375	10.0	188.25	1.375	1.484375	PLATINUM	V	nan	nan	
 NORIG  OVATSUG	512	2.5204155831599997	29723922.1486	0.599099099099	0.0756277386593	127650561605000.0	0.00764683602521	222	1.8034378420700001	2348459.1546400003	0.474226804124	0.23004159248000003	2388379012470.0	0.023580560022	97	1.2157186948899998	144992.333333	0.5	0.312241984271	1492516784.89	0.166666666667	6	2.29433760684	373764.666667	0.33333333333299997	0.44006278992299996	51002381391.2	0.138888888889	6	1.76244716822	127002.230769	0.38461538461499994	0.265761092754	9102294555.56	0.10481825866399999	13	2.14719551282	344999.9375	0.375	2.3180097836	85627933885.9	0.140625	16	13254.2247191	22462423.1031	28026.056179799998	144227941.491	67.6104868914	3280.32768029	2.6329588015	54.6368163391	1.29213483146	0.768589824517	12050.30625	16585207.3875	29454.51875	167897268.637	135.6625	9535.72359375	3.65	72.6275	0.94375	0.8030859375	12943.620689700001	20241686.9941	22708.862069	115689678.05	181.27586206900003	4861.02734839	0.48275862069	6.5255648038	0.620689655172	0.856123662307	13294.909090899999	35668186.8099	23182.5909091	105265016.969	174.909090909	7670.90082645	0.0	0.0	0.40909090909100004	0.514462809917	7405.8	7761850.826669999	19540.0	91933280.2667	29.7333333333	380.59555555599997	0.0	0.0	2.6	2.90666666667	11575.3157895	20914671.1634	31455.684210500003	205126095.163	144.526315789	9881.61772853	1.7894736842099996	31.0083102493	1.89473684211	1.35734072022	PLATINUM	II	SILVER	II	
 O Moon é God	336	2.10819554238	556943.666667	0.407407407407	0.32735964016999997	16635166054.5	0.0221585341956	27	2.88874676191	736987.038462	0.576923076923	10.7656652323	198249978276.0	0.0575443786982	26	3.1535831124900002	11932544.8025	0.5605095541399999	0.8821928297239999	40206756815300.0	0.0127507160785	157	1.30158730159	124213.0	0.0	0.0549256739733	1349699868.67	0.0	3	3.05898912686	570509.430108	0.559139784946	0.352287348808	157332306417.0	0.013351703316899999	93	2.6899411752900004	472783.25	0.45	1.07509403732	109125381278.0	0.136785714286	20	11149.2222222	7964785.65432	23553.7037037	58386352.2826	143.037037037	868.109739369	1.22222222222	20.9135802469	0.37037037037	0.529492455418	12396.5925926	9109683.87106	33316.444444400004	88059807.4321	110.59259259299999	6690.38957476	0.0	0.0	0.148148148148	0.200274348422	12416.714285700002	12818882.0302	20076.7391304	58702500.8636	185.440993789	2908.58192199	1.10559006211	20.4049998071	0.32298136646	0.392577446858	11306.3333333	8313681.55556	21794.6666667	45540220.2222	178.0	308.666666667	0.0	0.0	0.33333333333299997	0.222222222222	9211.27368421	9717394.47247	18926.8210526	60302855.9785	29.884210526300002	1297.51290859	2.5578947368400002	84.8571745152	2.07368421053	1.7735180055400002	9976.39130435	14067553.8904	26580.434782599998	154816122.941	127.52173913	5308.77126654	0.0	0.0	0.08695652173910001	0.07939508506620001	PLATINUM	II	PLATINUM	II	
 OFS Apprentice	1418	2.06428714606	3838867.8717900002	0.435897435897	0.12508220430199998	3599613048490.0	0.0159627646807	117	2.0324464604499997	5018623.14634	0.467479674797	0.40161087652800004	10403556315500.0	0.019688812650799997	246	2.43262544072	5186465.89655	0.520376175549	0.231354813222	14166740351600.0	0.0135367968001	319	2.15834006351	14226918.8167	0.542592592593	0.0603477059846	128441568377000.0	0.00690486677571	540	2.81248460496	796713.566038	0.452830188679	0.8862359735700001	448415133675.0	0.036678872332099995	53	3.8044984731000002	588057.511628	0.418604651163	10.5795928572	362225560221.0	0.09221200649	43	12661.8515625	18149970.0327	24049.0625	115130927.371	165.265625	3289.36694336	2.3203125	44.998962402299995	0.25	0.28125	11978.191881899998	17941383.882	28507.881918799998	173374940.067	123.87822878200001	6604.10694299	4.0147601476	92.50162715649999	0.346863468635	0.35201045737400005	12806.2404692	20356380.47	19421.137829900003	93267536.0543	189.319648094	4387.76586029	4.13782991202	65.8138474901	0.431085043988	0.432934013295	12684.469244299999	17043107.7007	21320.685413	80021030.4441	188.95957820700002	3687.66268945	3.34622144112	62.6797792199	0.383128295255	0.33475928230999996	9545.78333333	15255097.2031	22243.0166667	138090342.783	39.8166666667	1461.91638889	4.83333333333	111.738888889	0.766666666667	0.612222222222	10648.938775499999	14871531.6901	30672.9387755	178594291.69	84.8367346939	5995.48354852	0.918367346939	8.76884631404	0.489795918367	0.6172428154940001	PLATINUM	II	GOLD	III	
 RespectMyStory	749	2.19247220503	5235996.90833	0.45	0.212770340735	12911879095200.0	0.0285100124669	120	2.3382916909299998	8932838.037039999	0.498575498575	0.24208768172400003	51869744288400.0	0.016813620622	351	2.20464992625	709150.5	0.42592592592600004	0.422766316325	181620016672.0	0.030531950902299997	54	2.4017571503	957898.7424239999	0.515151515152	0.563341123007	288600105520.0	0.0456847025029	66	3.22546580244	1128652.26531	0.46938775510200004	1.80028473243	2511934903730.0	0.0381452366875	49	3.2783009317	1161950.57746	0.619718309859	0.6331642067050001	628249588918.0	0.040244991073199995	71	11902.12	14354961.0496	28601.007999999998	123685597.36799999	64.112	4115.027456	4.216	96.649344	1.624	0.986624	11571.008152200002	13903024.269000001	28451.217391299997	163134264.991	76.7880434783	5168.50398748	4.96739130435	167.59676276	1.51630434783	1.36929938563	11646.6964286	12191850.9257	20639.803571400003	79645317.5507	147.089285714	5346.47417092	3.23214285714	158.35682398	2.1428571428599996	2.55102040816	10813.704225399999	20121490.659	16984.028169	65419094.5344	158.647887324	4642.03094624	2.52112676056	51.911525491000006	1.5915492957700001	1.05852013489	9889.62	6522831.8756	21470.68	55244833.6176	19.06	94.8564	15.34	711.0644	3.8	5.28	10574.5316456	11518211.0085	28393.3797468	137330376.236	114.265822785	6494.22047749	4.98734177215	195.126422048	1.7215189873400003	1.8464989585	PLATINUM	III	nan	nan	
01110011	800	2.49162139817	718039.538462	0.38461538461499994	0.7193195931640001	272023144273.0	0.0283530571992	26	2.70554032695	28295065.449	0.531680440771	0.159039286683	169825966665000.0	0.009056443498860001	363	2.48135833615	1055774.5581399999	0.441860465116	0.521373250202	235862131044.0	0.0341428657275	43	1.98929513657	5016292.26733	0.445544554455	0.038841406963199994	13140811462400.0	0.023126217371200002	101	3.36192729678	439656.67368400004	0.515789473684	0.676639492832	22010691539.3	0.0210717672963	95	2.9822116326700003	1156156.72222	0.444444444444	3.15340219045	800846615577.0	0.0326968790737	54	10443.354838700001	19043091.7128	23954.4516129	129923141.925	55.8064516129	3952.73673257	3.87096774194	91.9188345473	2.41935483871	3.9209157128	10990.4753695	14497911.7124	28810.364532	161153296.774	39.6403940887	3420.90024024	7.8866995073899995	339.913271373	2.93349753695	4.47587298891	12343.266666700001	11439957.1289	18425.0222222	78988681.1773	191.977777778	3297.08839506	5.488888888890001	136.027654321	2.71111111111	2.38320987654	11790.266666700001	19097189.1956	20453.5166667	87891460.9331	177.266666667	4924.17888889	0.9666666666670001	30.8155555556	1.2833333333299999	1.18638888889	9023.00729927	11430415.0583	19725.4671533	104494699.373	20.321167883199998	166.62677819799998	1.6715328467200001	100.162182322	3.6496350365	8.227609355850001	9370.40983607	12443814.0779	28096.262295099998	218751184.259	46.9344262295	3221.11045418	7.049180327869999	168.407417361	3.5409836065599998	6.34668099973	PLATINUM	III	SILVER	III	
0TheLordMaster0	514	2.7864312481299995	1131532.4680899999	0.6170212765959999	0.540887676511	345051521201.0	0.033857523694599996	47	2.60540965317	1578324.44167	0.5666666666669999	0.778539293516	1117672589710.0	0.0556809326295	120	3.11318570147	1327577.37931	0.48275862069	1.74639284437	385216319442.0	0.040949770052	87	3.41797568115	4449203.95575	0.5929203539819999	0.483774426952	13167700713900.0	0.0128236915501	113	3.4397406559900006	218934.73913000003	0.652173913043	2.3196023554700003	18195891252.9	0.0437073953142	23	3.0777759861500003	639321.537037	0.388888888889	1.7241287232299998	120045913184.0	0.0567313345091	54	13484.098039200002	16867932.01	27863.0196078	138974333.705	127.941176471	5158.83967705	1.82352941176	60.302191464799996	1.03921568627	0.78277585544	12300.9270073	16592446.2137	29608.3941606	229404266.48700002	133.284671533	6863.32772124	0.56204379562	12.100165165999998	0.9708029197079999	0.568490596196	12672.344086	17511244.1612	17655.8494624	66148327.3322	189.64516129	4385.75580992	1.4623655913999998	39.3453578448	0.978494623656	0.580182680079	14210.781690099999	20672973.4664	19853.2464789	73040910.0731	214.373239437	4198.13534021	0.781690140845	24.0438901012	0.633802816901	0.35885736957	10054.185185200002	12560035.8546	20570.7037037	89820805.5418	54.7777777778	3179.0617284	3.22222222222	185.80246913599998	1.37037037037	0.751714677641	11290.296875	27300210.5212	30883.390625	299168005.894	142.375	10978.140625	5.296875	196.146240234	1.21875	0.9208984375	PLATINUM	IV	GOLD	II	
0XuCruTe0	393	1.8148779070200003	254803.5	0.375	0.193516649307	582032588.875	0.07291666666669999	16	2.4202416214099998	5834312.65641	0.533333333333	0.40167397458099996	24195525448200.0	0.0420802900803	195	2.25063546889	418782.79310300003	0.448275862069	0.555194302505	19989354148.3	0.0521433580292	29	1.8413555194799998	257928.5625	0.4375	1.18121564362	15821734416.4	0.12109375	16	2.67768566324	341060.954545	0.5227272727269999	0.899807435956	37237230991.0	0.0464930404524	44	3.33116217444	795217.386667	0.626666666667	0.82495193854	420345023543.0	0.0634802005013	75	10170.2352941	17706650.6505	22264.058823500003	86514629.2318	88.2352941176	4294.29757785	7.76470588235	197.356401384	0.7647058823530001	0.650519031142	11064.338235299998	13260354.9983	23059.6862745	130328946.294	124.01960784299999	3796.29373318	7.676470588239999	155.865916955	1.02450980392	1.10234044598	10971.482758600001	11055070.1807	21210.0	116094545.172	100.10344827600001	5314.43757432	1.31034482759	30.076099881100003	1.1724137931	1.59096313912	11290.375	11105022.7344	18324.625	37648645.7344	169.375	1399.734375	7.0	68.375	0.5	0.25	9120.41666667	12236071.4097	20546.8333333	89969506.4722	20.3958333333	676.072482639	2.9375	60.18359375	1.7083333333300001	3.62326388889	10453.784810100002	11658910.3967	27612.6075949	167080526.871	81.4810126582	3988.17369011	2.12658227848	73.1485338888	0.949367088608	1.1366768146100001	PLATINUM	V	PLATINUM	V	
0bex	639	2.22257399714	995863.9245280001	0.452830188679	0.297990660924	200678351666.0	0.0552173569084	53	1.8488462309400002	1551945.67586	0.47586206896600003	0.120636090514	522861219452.0	0.02924843665	145	1.80468527868	307606.107143	0.428571428571	0.271108860935	25204438743.9	0.0889455782313	28	2.46962780325	8326601.91045	0.5447761194030001	0.131269366707	40228292561000.0	0.0144570226056	268	2.91668022744	158865.214286	0.392857142857	0.701848347652	11069356430.7	0.0328656462585	28	2.95598146056	362001.62069	0.655172413793	1.90199305461	42584374791.9	0.0862663495838	29	10680.217391299999	25896208.489	22933.3768116	165423464.17700002	115.217391304	6019.35853812	1.9855072463799999	36.1592102499	0.231884057971	0.17811384163	11528.988505700001	24376854.7125	28335.7356322	263275472.815	143.67816092	7760.95389087	6.1091954023	116.22370854799999	0.304597701149	0.315266217466	11082.0588235	25080892.7612	18130.9705882	117663531.44	141.647058824	4941.40484429	0.323529411765	3.4541522491300003	0.117647058824	0.10380622837400001	12651.501661100001	21044526.9078	22400.1295681	111997421.495	179.352159468	4086.10189733	2.40531561462	35.2908687542	0.09302325581399999	0.104303484509	10073.733333299999	9295647.79556	19756.2666667	69669452.5289	40.0333333333	2032.43222222	25.4333333333	796.2455555560001	0.7	0.676666666667	11140.451612899999	13415316.6993	29963.8387097	180516796.00599998	121.16129032299999	7005.36108221	2.03225806452	42.482830385	0.12903225806500002	0.112382934443	PLATINUM	V	BRONZE	I	
0voMaltine	219	3.6390765765800004	577687.375	0.75	5.14394345782	193187517880.0	0.09375	8	2.54299695113	841047.489796	0.5714285714289999	7.588109051980001	293985383268.0	0.0884353741497	49	2.7468319559200003	238974.454545	0.45454545454499995	1.7836311272	8238267641.16	0.141873278237	11	2.84226358217	2704930.93258	0.52808988764	2.7253888884599995	4057868265860.0	0.029603470418400002	89	2.82130355771	341446.357143	0.5714285714289999	0.388716472825	22654500899.4	0.0028344671201799994	14	3.4627352450499997	474566.62963000004	0.555555555556	3.25496775129	27417239764.5	0.0798059964727	27	14549.111111100001	39968177.2099	34569.6666667	308675831.111	154.777777778	11286.395061700001	0.0	0.0	1.0	0.888888888889	11951.8113208	18775568.8701	27625.132075499998	161377294.83200002	96.01886792450001	8097.67888928	0.8113207547169999	14.832324670699998	1.0188679245299999	0.924172303311	12412.5454545	9921669.157019999	19799.5454545	105565557.157	149.727272727	3919.83471074	1.0	10.0	1.09090909091	0.809917355372	11880.474226799999	20214823.4864	17767.1649485	61446352.7357	186.350515464	5008.18641726	1.18556701031	13.532575194000001	0.237113402062	0.201509193326	10792.888888899999	8667770.76543	19722.277777799998	36932283.7562	50.6666666667	3388.55555556	2.77777777778	90.1728395062	1.5	0.583333333333	10805.2580645	13121401.5463	25872.903225799997	139514544.604	138.741935484	5158.38501561	3.38709677419	47.6566077003	0.935483870968	0.576482830385	PLATINUM	II	GOLD	I	
10 FPS	465	2.2270640410299998	1573959.31667	0.5	0.229724399287	749380029312.0	0.026862720612699998	60	1.98971490505	3728774.85057	0.534482758621	0.0978306191977	7165980612430.0	0.027297363534	174	2.51465748334	2738714.17073	0.548780487805	0.19162580083900002	3864169656160.0	0.023230220107100002	82	2.6427205632599997	2504473.93976	0.518072289157	0.7160830742700001	1293091060700.0	0.0387496975855	83	2.4464285714300003	190105.0	0.625	0.0	0.0	0.0	8	2.9795233573	1152602.6296299999	0.48148148148100006	0.760719009277	369574083208.0	0.0410800664212	27	11257.5151515	14414588.2801	21968.9848485	101155866.106	122.075757576	5372.61547291	8.196969696970001	237.279384757	1.01515151515	0.620982552801	11960.9184783	16220829.227	25401.0543478	128605367.106	153.630434783	5484.38516068	3.1304347826099996	89.03733459360001	1.3043478260899999	0.896502835539	12719.781609200001	12299486.1017	17957.896551700003	42488794.5985	189.22988505700002	3333.57933677	9.7816091954	287.343110054	1.68965517241	1.27150217994	12456.8804348	22724373.6053	20022.1630435	91747664.5495	180.239130435	3762.31238185	8.05434782609	198.42095935700002	0.434782608696	0.463137996219	8998.375	3833840.2343800003	23835.125	55775239.8594	38.625	78.234375	14.75	701.6875	1.875	1.359375	10789.464285700002	11149773.8202	26774.75	261681412.116	120.285714286	3212.48979592	0.0	0.0	1.7142857142899999	1.0612244898	PLATINUM	I	PLATINUM	III	
