nick	n_matches	Assassin_avg_goldEarned	Assassin_var_goldEarned	Assassin_avg_kills	Assassin_var_kills	Assassin_avg_deaths	Assassin_var_deaths	Assassin_avg_assists	Assassin_var_assists	Assassin_avg_totalDamageTaken	Assassin_var_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_var_totalMinionsKilled	Assassin_avg_visionScore	Assassin_var_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_visionWardsBoughtInGame	Assassin_avg_gameDuration	Assassin_var_gameDuration	Assassin_won	Assassin_weight	Fighter_avg_goldEarned	Fighter_var_goldEarned	Fighter_avg_kills	Fighter_var_kills	Fighter_avg_deaths	Fighter_var_deaths	Fighter_avg_assists	Fighter_var_assists	Fighter_avg_totalDamageTaken	Fighter_var_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_var_totalMinionsKilled	Fighter_avg_visionScore	Fighter_var_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_visionWardsBoughtInGame	Fighter_avg_gameDuration	Fighter_var_gameDuration	Fighter_won	Fighter_weight	Mage_avg_goldEarned	Mage_var_goldEarned	Mage_avg_kills	Mage_var_kills	Mage_avg_deaths	Mage_var_deaths	Mage_avg_assists	Mage_var_assists	Mage_avg_totalDamageTaken	Mage_var_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_var_totalMinionsKilled	Mage_avg_visionScore	Mage_var_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_visionWardsBoughtInGame	Mage_avg_gameDuration	Mage_var_gameDuration	Mage_won	Mage_weight	Marksman_avg_goldEarned	Marksman_var_goldEarned	Marksman_avg_kills	Marksman_var_kills	Marksman_avg_deaths	Marksman_var_deaths	Marksman_avg_assists	Marksman_var_assists	Marksman_avg_totalDamageTaken	Marksman_var_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_var_totalMinionsKilled	Marksman_avg_visionScore	Marksman_var_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_visionWardsBoughtInGame	Marksman_avg_gameDuration	Marksman_var_gameDuration	Marksman_won	Marksman_weight	Support_avg_goldEarned	Support_var_goldEarned	Support_avg_kills	Support_var_kills	Support_avg_deaths	Support_var_deaths	Support_avg_assists	Support_var_assists	Support_avg_totalDamageTaken	Support_var_totalDamageTaken	Support_avg_totalMinionsKilled	Support_var_totalMinionsKilled	Support_avg_visionScore	Support_var_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_visionWardsBoughtInGame	Support_avg_gameDuration	Support_var_gameDuration	Support_won	Support_weight	Tank_avg_goldEarned	Tank_var_goldEarned	Tank_avg_kills	Tank_var_kills	Tank_avg_deaths	Tank_var_deaths	Tank_avg_assists	Tank_var_assists	Tank_avg_totalDamageTaken	Tank_var_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_var_totalMinionsKilled	Tank_avg_visionScore	Tank_var_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_visionWardsBoughtInGame	Tank_avg_gameDuration	Tank_var_gameDuration	Tank_won	Tank_weight	solo_q_tier	solo_q_division	flex_tier	flex_division
Tungstênio	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13981.9275362	29507462.4585	7.27173913043	23.2486216131	5.90036231884	9.98826073829	8.77536231884	27.938668347	25131.5	137763531.062	174.894927536	6733.18823514	1.21557971014	20.9335978523	0.414855072464	0.731880776097	1892.83695652	350396.991533	290	552	8920.86956522	16054458.8091	4.47826086957	13.7277882798	6.30434782609	7.95085066163	6.04347826087	25.258979206	14798.1304348	64831331.5917	107.956521739	3773.34593573	0.0	0.0	0.304347826087	0.385633270321	1643.39130435	335578.672968	5	23	9593.2	54229723.76	4.8	32.56	4.0	9.6	5.0	38.8	13013.4	152680240.24	116.6	11719.44	0.0	0.0	0.0	0.0	1693.6	797853.84	2	5	8605.8	11873304.56	1.4	0.64	8.2	4.56	9.4	57.84	23652.8	129708287.36	16.4	44.24	13.2	376.96	1.2	0.56	1891.0	257121.2	1	5	8189.5	9998532.58333	2.0	2.0	6.66666666667	1.88888888889	7.16666666667	14.4722222222	23927.3333333	80938744.2222	89.8333333333	5993.80555556	0.0	0.0	0.5	0.583333333333	1778.33333333	215080.888889	0	6	PLATINUM	IV	PLATINUM	V	
TsYA Tetz	360	12162.1515152	10457593.9467	6.21212121212	10.7731864096	6.57575757576	9.63820018365	6.69696969697	13.1808999082	29278.6060606	108362847.936	105.545454545	5669.33884298	4.51515151515	131.522497704	0.575757575758	0.426078971534	1988.57575758	212849.577594	13	33	11068.9824561	10791634.5786	5.5701754386	11.7713911973	5.92105263158	8.19552169898	7.43859649123	20.0707910126	30264.8157895	199827810.94	48.6666666667	2093.5380117	7.80701754386	233.682056017	0.859649122807	0.489073561096	1832.71929825	234028.622961	58	114	12328.3174603	18193218.4706	6.28571428571	24.0136054422	5.95238095238	10.1088435374	8.07936507937	25.2794154699	19341.1428571	86124472.9161	166.666666667	6880.0952381	3.39682539683	85.4139581759	0.761904761905	0.59410430839	1879.66666667	311910.412698	33	63	12108.5	25091729.4853	5.64705882353	20.6401384083	5.57352941176	7.7151816609	7.33823529412	29.7238321799	19992.3529412	99812291.4048	190.632352941	6596.08542388	5.86764705882	139.203070934	0.235294117647	0.23875432526	1843.67647059	411144.74827	29	68	11212.5757576	6930380.18365	2.72727272727	4.8650137741	4.18181818182	6.63360881543	13.9090909091	42.0220385675	21746.030303	92743872.6961	56.2121212121	4683.50045914	13.696969697	364.574839302	1.18181818182	0.997245179063	1914.06060606	143143.208448	28	33	11217.8163265	15573535.8234	3.81632653061	8.39483548521	4.75510204082	8.83798417326	11.3265306122	45.9341940858	34559.0204082	236776737.244	73.1428571429	3906.81632653	15.7551020408	493.286963765	1.08163265306	0.809662640566	1895.28571429	366163.387755	24	49	PLATINUM	IV	PLATINUM	II	
TsuyoshiBr	244	12269.5625	30752829.4544	11.3333333333	65.2222222222	5.85416666667	10.6662326389	5.47916666667	14.7495659722	21042.2708333	111897153.864	125.833333333	4804.93055556	0.6875	11.3815104167	0.0833333333333	0.201388888889	1631.625	413889.942708	31	48	11632.125	15616015.6094	7.25	32.4375	9.375	7.984375	8.75	44.9375	30560.0	98072622.0	129.25	2063.4375	4.75	32.6875	0.0	0.0	2001.75	254637.1875	3	8	10556.8571429	17848223.551	5.71428571429	15.0612244898	7.0	9.14285714286	7.71428571429	21.9183673469	19509.8571429	78768475.8367	113.0	2473.42857143	0.0	0.0	0.0	0.0	1985.42857143	545016.816327	2	7	11468.1180556	17564310.2152	6.88888888889	22.3209876543	6.90972222222	12.3182388117	7.34722222222	18.8238811728	18503.6319444	60060742.6354	140.222222222	2659.00617284	2.50694444444	27.5277295525	0.0	0.0	1883.07638889	337386.11222	65	144	8969.94444444	8413379.27469	3.66666666667	16.2222222222	5.61111111111	5.79320987654	10.3888888889	20.1265432099	19280.2222222	54064624.3951	43.7222222222	1316.08950617	3.55555555556	55.2469135802	0.166666666667	0.138888888889	1711.27777778	172780.645062	10	18	8017.05263158	13555706.2604	1.89473684211	4.30470914127	5.63157894737	12.864265928	12.7368421053	98.1939058172	19317.7368421	123874712.194	36.4736842105	455.828254848	4.36842105263	72.2326869806	0.0	0.0	1586.78947368	345634.166205	12	19	SILVER	IV	SILVER	IV	
Tsuvulk	294	11056.1428571	8427920.40816	6.78571428571	22.3112244898	7.57142857143	9.24489795918	5.35714285714	10.2295918367	28577.7857143	164467693.026	63.0714285714	985.494897959	0.0	0.0	0.0	0.0	1938.5	156801.392857	6	14	10969.4568966	14574612.7309	6.20689655172	14.8020214031	5.01724137931	9.20659928656	7.93103448276	27.6848989298	33380.1551724	216536153.2	44.1293103448	1496.23327883	3.87931034483	52.0716409037	0.0344827586207	0.0332936979786	1786.35344828	275728.797488	66	116	11534.3454545	16686707.3898	7.35454545455	22.7015702479	5.34545454545	11.1533884298	7.4	26.2036363636	19273.5727273	85839967.972	137.090909091	2853.24628099	1.07272727273	12.1219834711	0.0636363636364	0.0595867768595	1851.33636364	315355.459587	59	110	12607.4545455	7324274.97521	7.36363636364	17.6859504132	6.81818181818	7.60330578512	8.81818181818	21.2396694215	17478.1818182	17406489.4215	151.090909091	1362.08264463	0.0	0.0	0.272727272727	0.198347107438	2035.81818182	106996.694215	5	11	7391.16666667	15029047.0278	2.05555555556	5.38580246914	4.05555555556	9.16358024691	8.77777777778	45.5061728395	14271.8888889	86386298.8765	23.3333333333	418.0	5.66666666667	117.666666667	0.333333333333	0.333333333333	1478.16666667	527688.694444	5	18	7892.36	9122837.2704	2.68	3.5776	5.4	8.72	7.0	34.88	25569.32	180775495.018	40.44	1132.4064	1.04	25.9584	0.2	0.16	1609.68	280063.5776	7	25	GOLD	II	SILVER	III	
Tsundere Lovie	70	6943.66666667	19664382.8889	3.66666666667	6.88888888889	3.0	12.6666666667	1.0	0.666666666667	11200.6666667	94100808.2222	127.666666667	7269.55555556	0.0	0.0	1.66666666667	1.55555555556	1125.66666667	503920.222222	0	3	13538.1388889	16108364.2307	8.08333333333	21.1319444444	4.77777777778	5.00617283951	6.16666666667	14.5833333333	26319.1666667	110068811.861	211.388888889	6253.45987654	2.75	90.2430555556	1.55555555556	0.969135802469	1890.30555556	141426.823302	21	36	9058.88888889	21425150.321	4.55555555556	10.4691358025	4.55555555556	9.13580246914	5.66666666667	24.0	14525.2222222	73128855.7284	146.0	6079.77777778	0.0	0.0	1.66666666667	3.11111111111	1380.33333333	452090.888889	6	9	12178.7333333	25558712.1956	5.4	12.1066666667	5.26666666667	5.92888888889	7.33333333333	28.4888888889	19222.0666667	70821903.7956	198.666666667	5464.75555556	0.0	0.0	1.33333333333	1.28888888889	1870.53333333	412539.582222	5	15	10327.6	13970963.44	1.8	1.36	5.0	2.0	13.4	59.44	23843.0	55611476.8	38.6	211.44	5.4	116.64	5.6	4.24	2096.2	451177.36	2	5	14082.5	13238682.25	6.0	25.0	4.5	0.25	8.0	1.0	28976.0	23882769.0	263.5	2256.25	0.0	0.0	0.0	0.0	2260.5	50400.25	1	2	PLATINUM	I	GOLD	I	
TsuN Kazan	491	11675.0952381	21528217.1814	7.45238095238	22.1048752834	4.71428571429	8.44217687075	6.33333333333	20.5079365079	28122.5714286	189262145.531	54.5	1882.3452381	10.1666666667	278.186507937	1.09523809524	2.08616780045	1815.76190476	411980.46712	25	42	12472.1501832	16230508.2522	6.79853479853	18.3220491352	5.2967032967	8.67753491929	6.40293040293	17.3468045996	28144.3003663	187525287.001	153.857142857	7672.39351125	1.8315018315	58.1254545211	0.611721611722	0.589166633123	1870.83882784	292594.809188	154	273	10934.1891892	21590209.2345	3.83783783784	8.89262235208	5.05405405405	6.05113221329	9.86486486486	42.8195763331	17792.7297297	94228019.2243	101.0	7922.59459459	1.81081081081	58.4777209642	1.24324324324	1.10299488678	1894.59459459	514176.781592	14	37	12217.1875	18077523.8398	5.78125	16.0458984375	5.125	7.546875	9.0	24.5	16812.375	68149897.2344	157.9375	6334.18359375	0.0	0.0	0.53125	0.9990234375	1929.78125	423022.483398	15	32	9075.18867925	9006731.58704	2.15094339623	3.82627269491	4.0	4.67924528302	13.0377358491	42.9797080812	16807.5660377	62275209.2268	26.9433962264	318.128871485	0.0	0.0	1.32075471698	1.2744749021	1808.03773585	275957.545746	27	53	10928.3888889	14167002.0895	4.40740740741	9.31550068587	3.75925925926	6.70130315501	9.51851851852	36.6941015089	25853.7407407	159308470.118	137.703703704	6654.80109739	2.03703703704	43.5541838134	0.777777777778	0.802469135802	1813.05555556	334324.015432	28	54	PLATINUM	III	PLATINUM	V	
Tsuboy	495	9873.875	22338960.3594	5.9375	17.18359375	5.0	11.5	6.625	28.734375	23807.3125	143595096.465	55.75	3957.6875	0.0	0.0	0.25	0.1875	1651.8125	546939.527344	7	16	11995.0333333	11910434.6322	6.56666666667	13.9788888889	5.88333333333	6.20305555556	8.95	29.0808333333	28728.2333333	109403736.112	80.25	5659.75416667	0.466666666667	12.8488888889	0.466666666667	0.315555555556	1918.88333333	196255.736389	31	60	11440.4222222	16190842.5106	6.68888888889	13.147654321	5.37777777778	6.76839506173	7.75555555556	25.9624691358	16270.3111111	43468915.9477	174.533333333	3610.11555556	0.0	0.0	0.622222222222	0.546172839506	1708.04444444	304051.998025	26	45	12257.9914286	17627672.2771	6.79142857143	20.4736408163	5.68857142857	8.82015510204	7.66857142857	24.370155102	18703.8885714	73460303.219	186.822857143	3655.84862041	0.0914285714286	0.751640816327	0.0742857142857	0.0801959183673	1820.66857143	287919.924441	175	350	9538.46153846	12461771.1716	2.30769230769	3.44378698225	4.53846153846	9.01775147929	13.4615384615	49.1715976331	18052.7692308	78909310.7929	24.4615384615	514.710059172	0.0	0.0	1.53846153846	1.32544378698	1755.46153846	313710.863905	8	13	11486.6363636	2811126.95868	4.09090909091	4.0826446281	5.0	3.27272727273	10.9090909091	16.2644628099	27229.3636364	29970870.595	167.454545455	3066.79338843	0.0	0.0	0.272727272727	0.198347107438	1914.63636364	57515.5041322	4	11	DIAMOND	V			
TSS Speed	607	12078.6122449	28320616.9313	10.1836734694	50.2315701791	5.14285714286	9.26530612245	4.97959183673	16.8771345273	29520.4081633	201321371.344	43.0	2787.71428571	3.36734693878	70.4773011245	0.204081632653	0.162432319867	1707.51020408	410741.229488	23	49	12566.5040323	16902898.7903	9.0685483871	24.709010796	5.35483870968	8.05150884495	7.90322580645	25.2325702393	32388.8548387	187696996.81	42.2459677419	1313.31449987	7.61693548387	176.873422867	0.145161290323	0.16441207076	1806.04435484	279533.324646	145	248	12215.5405405	23259145.924	6.89189189189	21.4477720964	6.0	7.83783783784	8.13513513514	35.738495252	19715.2432432	124035538.779	175.594594595	6441.15997078	1.48648648649	39.6552227904	0.513513513514	0.466033601169	1778.24324324	367218.5084	17	37	13356.7135678	22480121.9632	8.25125628141	28.1479255574	5.88944723618	10.7013459256	7.6783919598	20.8111411328	20090.3165829	95899472.8696	196.075376884	5418.46165501	3.11055276382	58.8621499457	0.27135678392	0.298224792303	1859.38693467	326576.247266	102	199	10081.3157895	10140175.2687	3.26315789474	4.19390581717	5.18421052632	4.93975069252	13.6052631579	60.7126038781	19156.0789474	64506760.1253	27.9473684211	308.155124654	11.3684210526	293.180055402	0.342105263158	0.330332409972	1795.57894737	214621.033241	15	38	11894.8611111	18012087.1752	5.41666666667	13.0208333333	5.33333333333	7.16666666667	12.0	61.1666666667	39219.6388889	309741331.675	54.8055555556	2572.93441358	7.25	145.6875	0.222222222222	0.228395061728	1943.61111111	364102.848765	12	36	PLATINUM	IV	PLATINUM	III	
TSN Decstroir 	899	11957.9147287	16219672.016	9.60465116279	29.7274202271	6.93798449612	11.5000300463	6.06976744186	15.2121867676	22154.0697674	89665447.5998	131.519379845	3338.11008954	2.51162790698	61.8467640166	1.36434108527	1.73547262785	1769.48062016	271151.024818	74	129	11795.8296703	19753633.2127	8.18131868132	25.2198707886	6.1978021978	12.3399951697	5.98076923077	17.6012785292	23510.8763736	153820759.416	136.054945055	5328.93104698	3.20054945055	80.1987909069	1.10989010989	1.39451757034	1770.56043956	331870.378215	199	364	11876.0	17812175.0615	7.22307692308	18.9425443787	7.49230769231	13.5114792899	7.1	26.2438461538	20119.0846154	98806025.2467	134.430769231	5617.93751479	2.16153846154	63.2277514793	1.28461538462	1.97284023669	1867.60769231	315004.992249	71	130	13287.4148936	20527797.0513	7.53191489362	22.54685378	7.25531914894	12.7645993662	7.5	16.8457446809	21455.5851064	84125881.5194	182.382978723	3842.91715708	3.85106382979	71.5522861023	0.808510638298	0.878225441376	1993.54255319	313980.141806	45	94	9270.19565217	8083796.20085	2.10869565217	2.53166351607	6.89130434783	12.879489603	11.4130434783	45.1120037807	21227.9565217	122028784.216	35.7608695652	1379.7036862	8.65217391304	442.748582231	2.45652173913	2.7263705104	1882.80434783	279550.200851	16	46	10088.5147059	14856292.7498	3.32352941176	10.2335640138	5.28676470588	12.0427660035	11.0514705882	39.6517625433	25127.4338235	189812293.452	83.25	6096.48161765	4.05147058824	181.092939014	1.69117647059	2.09580449827	1797.55147059	355241.14441	73	136	PLATINUM	IV	GOLD	III	
TSM GOD	597	11449.5849057	11549282.6956	7.47169811321	21.0039159843	4.84905660377	7.37344250623	5.37735849057	12.121751513	21995.5283019	99738381.57	122.41509434	5358.01637593	13.1698113208	204.178711285	2.2641509434	1.43965824137	1785.18867925	182566.039872	26	53	11378.515625	13537804.4893	6.54166666667	18.9565972222	4.99479166667	7.4114312066	7.58854166667	21.6692437066	23969.9947917	118232115.641	74.7447916667	5689.37757704	9.046875	303.575927734	2.265625	1.64298502604	1769.27083333	234127.437066	103	192	12748.044898	18592599.7898	7.03673469388	19.7823240317	4.37959183673	6.71713452728	7.04489795918	19.8877800916	15925.955102	49334284.5572	200.040816327	5204.88812995	5.0693877551	113.680899625	2.37551020408	1.63042065806	1837.28979592	271942.818059	131	245	13494.5925926	40204758.9081	7.59259259259	28.9821673525	5.22222222222	5.06172839506	7.62962962963	40.5294924554	19501.7407407	106993614.118	204.0	8643.18518519	5.33333333333	96.6666666667	1.40740740741	1.50068587106	1878.74074074	520702.48834	16	27	9976.7826087	12232061.5035	3.79710144928	10.5675278303	4.71014492754	7.36525939929	13.115942029	52.1024994749	18340.6231884	70341582.5537	70.0434782609	6148.33144297	13.8405797101	763.757193867	3.50724637681	5.06154169292	1786.75362319	264291.721907	39	69	10868.4545455	7178231.8843	4.0	5.09090909091	4.45454545455	6.2479338843	14.9090909091	41.173553719	30472.5454545	157741272.066	34.7272727273	251.47107438	1.18181818182	6.69421487603	3.81818181818	8.51239669421	1847.45454545	285912.975207	9	11	DIAMOND	V	PLATINUM	V	
tsK FIRE Force	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13309.8333333	7476587.80556	6.83333333333	26.1388888889	4.16666666667	3.47222222222	6.83333333333	8.80555555556	16095.3333333	24586793.8889	220.166666667	742.138888889	0.0	0.0	0.166666666667	0.138888888889	1986.33333333	77515.2222222	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GOLD	V	SILVER	I	
TSerra	79	17304.0	0.0	9.0	0.0	8.0	0.0	6.0	0.0	47701.0	0.0	89.0	0.0	0.0	0.0	1.0	0.0	2930.0	0.0	1	1	12189.5	9737058.91667	4.16666666667	4.47222222222	5.0	12.3333333333	5.83333333333	7.13888888889	28223.1666667	216350773.472	119.0	4805.33333333	6.0	180.0	0.5	0.583333333333	1930.66666667	179798.222222	4	6	12764.4722222	17839118.9159	7.33333333333	20.6666666667	5.63888888889	8.39737654321	8.08333333333	20.3541666667	19213.3888889	77098276.6265	179.722222222	3850.70061728	0.777777777778	13.0061728395	0.333333333333	0.222222222222	1889.52777778	248483.193673	20	36	14023.44	10591253.3664	7.76	26.4224	6.24	9.5424	8.84	11.4944	23656.28	81861453.0016	211.24	1694.1824	1.04	16.3584	0.04	0.0384	2038.84	114472.9344	15	25	11995.625	17270836.7344	3.75	8.4375	4.625	8.984375	9.625	17.734375	22965.5	118149669.25	170.25	5630.1875	3.25	73.9375	0.25	0.1875	1975.0	395289.0	4	8	9555.33333333	2559248.22222	4.33333333333	29.5555555556	3.66666666667	1.55555555556	12.3333333333	27.5555555556	19657.0	838302.0	55.3333333333	53.5555555556	19.0	722.0	1.33333333333	0.222222222222	1721.33333333	118.222222222	2	3	DIAMOND	V	GOLD	I	
tryndamer012	10	6908.0	34692100.0	5.0	25.0	3.5	12.25	2.5	6.25	11993.5	139110230.25	68.5	2550.25	0.0	0.0	0.5	0.25	1183.5	971210.25	1	2	7951.75	9607517.6875	4.75	13.1875	6.75	1.1875	4.0	17.0	20232.75	62583727.1875	66.0	817.5	1.5	6.75	0.25	0.1875	1410.25	112642.6875	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852.0	4356.0	0.0	0.0	0.5	0.25	0.0	0.0	524.0	57121.0	8.5	12.25	0.5	0.25	0.0	0.0	208.0	36.0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10120.5	216690.25	2.5	2.25	4.0	0.0	4.0	1.0	27333.5	634412.25	167.0	4.0	17.5	56.25	0.5	0.25	1837.5	25440.25	1	2	BRONZE	II	BRONZE	I	
Varus Erectus	240	10364.1935484	21187158.4142	7.09677419355	26.151925078	5.09677419355	13.4422476587	5.83870967742	18.5868886576	24325.8064516	201526257.124	66.7096774194	4477.04474506	0.0	0.0	0.225806451613	0.239334027055	1621.96774194	506499.386056	18	31	12085.7887324	24407165.2652	7.85915492958	32.1210077366	6.42253521127	13.2299146995	7.16901408451	22.4503074787	30934.1971831	269019806.722	131.056338028	7749.91231898	1.47887323944	34.8974409839	0.69014084507	0.833564768895	1891.6056338	467156.605039	37	71	11957.2857143	18101869.7469	7.0	23.2	6.05714285714	14.053877551	7.82857142857	21.5134693878	20220.7714286	90460790.3478	138.942857143	7670.85387755	0.771428571429	20.2334693878	1.2	1.41714285714	1861.28571429	293834.204082	19	35	12540.7894737	14297880.903	7.18421052632	14.0450138504	5.68421052632	10.8476454294	7.65789473684	15.3829639889	19759.3947368	72849992.8705	177.868421053	4834.11426593	6.13157894737	153.745844875	0.526315789474	0.407202216066	1908.39473684	257745.712604	16	38	10977.4193548	9571568.04995	3.83870967742	10.1997918835	6.03225806452	9.2570239334	16.2258064516	39.8522372529	22226.7741935	89275936.1748	43.6451612903	1905.71279917	11.7096774194	489.754422477	1.90322580645	1.57127991675	1994.70967742	198076.980229	15	31	10085.1176471	22609436.2803	4.05882352941	14.23183391	5.14705882353	9.3607266436	8.64705882353	46.2283737024	25569.2352941	214085609.062	130.352941176	6603.58131488	2.64705882353	59.7577854671	0.735294117647	1.13581314879	1748.14705882	447953.184256	16	34	SILVER	II	SILVER	V	
TRUT4 V3G3T0	157	13431.5833333	14432391.3264	11.5416666667	48.1649305556	7.66666666667	8.97222222222	7.29166666667	15.2065972222	26798.75	103731773.604	156.75	2398.52083333	4.25	74.8541666667	1.04166666667	0.706597222222	1940.33333333	153160.305556	13	24	12414.3636364	21154098.3223	6.36363636364	19.3223140496	6.95454545455	10.9524793388	7.31818181818	35.7623966942	35453.7727273	364618078.176	139.545454545	6114.97520661	10.6363636364	173.685950413	0.863636363636	1.39049586777	1868.31818182	380973.762397	13	22	10019.1428571	36412495.1224	5.57142857143	23.5306122449	6.78571428571	25.4540816327	5.21428571429	16.7397959184	18699.1428571	159401317.408	118.285714286	7432.48979592	12.7142857143	252.775510204	0.857142857143	0.836734693878	1534.71428571	712894.061224	8	14	12742.1403509	20976329.6294	8.10526315789	37.8836565097	6.0	8.70175438596	7.21052631579	20.1311172669	21895.754386	96927193.3081	177.105263158	3947.42751616	14.1052631579	120.620498615	0.614035087719	0.517697753155	1805.70175439	235962.454909	31	57	9727.14705882	7550633.36073	2.91176470588	4.78633217993	5.44117647059	8.42301038062	15.3823529412	59.9420415225	22763.9411765	115185297.82	41.2352941176	896.297577855	42.8529411765	627.71366782	1.73529411765	1.72404844291	1823.64705882	217254.463668	17	34	9521.66666667	25524010.5556	1.66666666667	2.88888888889	5.0	8.66666666667	11.0	65.0	25017.0	224232953.333	105.0	16022.0	4.0	80.0	2.0	1.66666666667	1583.16666667	480183.472222	4	6	GOLD	II	GOLD	I	
Trust in Pix	315	12494.6	21303312.2114	9.1	39.5757142857	4.94285714286	8.31102040816	6.95714285714	16.3553061224	22036.8571429	94607584.2939	170.542857143	3882.99102041	5.0	92.4857142857	0.557142857143	0.561020408163	1788.97142857	281185.342041	39	70	11746.1098901	17647694.7132	6.04395604396	19.228837097	4.93406593407	9.35829006159	6.43956043956	17.6749184881	23434.9340659	136828636.149	141.527472527	10624.7107837	2.10989010989	46.713198889	0.395604395604	0.348991667673	1706.1978022	315135.763072	52	91	14065.3636364	15357590.2314	7.59090909091	16.3326446281	4.88636363636	6.37345041322	9.15909090909	17.8155991736	21064.0454545	81234390.4525	216.840909091	4390.77014463	7.5	192.386363636	0.272727272727	0.243801652893	2059.36363636	273550.958678	27	44	12248.775	20909989.3244	6.825	28.194375	5.15	10.7275	6.775	14.974375	17905.975	81320883.3244	198.75	5314.2375	3.3	63.11	0.0	0.0	1745.65	306742.8775	20	40	9647.28888889	14802889.0054	3.06666666667	9.52888888889	3.31111111111	6.39209876543	13.7333333333	68.2844444444	14884.1333333	53994277.4489	57.6666666667	4829.86666667	10.6	652.106666667	2.82222222222	9.47950617284	1652.22222222	347302.483951	32	45	12270.36	8670897.4304	5.28	10.6816	4.4	2.88	10.6	37.12	31993.64	129099312.23	139.84	6806.9344	15.68	164.9376	0.56	0.5664	1930.88	138738.0256	15	25	DIAMOND	IV	DIAMOND	V	
TrueFish	1256	11519.4	13958625.6487	7.8	18.212173913	6.5652173913	9.55009451796	5.15652173913	12.2363705104	25316.6347826	89573641.2231	110.47826087	5424.63213611	3.00869565217	38.4781852552	0.713043478261	0.587221172023	1833.74782609	249234.310321	47	115	12254.4344123	16606332.8556	7.12095400341	19.5509578633	6.00170357751	8.56047409953	5.51788756388	15.6806851458	27525.8926746	171914408.293	171.480408859	5396.20873033	4.20783645656	60.3384053702	0.795570698467	0.499946309738	1836.45655877	259923.007908	296	587	12422.7517483	20143808.2775	6.53496503497	21.8291970267	6.48601398601	10.5924617341	7.90559440559	25.9666120593	23833.8916084	114858758.153	180.118881119	5771.97887427	3.93706293706	57.7442906744	0.996503496503	0.79369406817	1889.52797203	339167.479987	148	286	12020.5633803	16885240.584	6.46478873239	20.361436223	6.14084507042	8.29002182107	6.47887323944	16.9537790121	19396.7323944	61474846.027	167.704225352	5112.9970244	8.02816901408	82.8724459433	0.591549295775	0.41063281095	1794.67605634	242460.92323	31	71	10011.1666667	9141741.72222	2.79166666667	5.91493055556	4.97222222222	7.52700617284	13.625	49.984375	19572.1527778	69461755.0461	48.4583333333	4405.02604167	10.5277777778	199.332561728	2.06944444444	1.73128858025	1826.90277778	209038.782215	37	72	11370.216	11093186.4413	4.784	13.449344	5.704	9.808384	10.24	39.9584	32013.696	188176626.34	130.928	6198.162816	2.536	60.584704	0.96	1.1744	1881.128	208060.175616	57	125	PLATINUM	II	GOLD	II	
