nick	n_matches	Assassin_avg_goldEarned	Assassin_var_goldEarned	Assassin_avg_kills	Assassin_var_kills	Assassin_avg_deaths	Assassin_var_deaths	Assassin_avg_assists	Assassin_var_assists	Assassin_avg_totalDamageTaken	Assassin_var_totalDamageTaken	Assassin_avg_totalMinionsKilled	Assassin_var_totalMinionsKilled	Assassin_avg_visionScore	Assassin_var_visionScore	Assassin_avg_visionWardsBoughtInGame	Assassin_var_visionWardsBoughtInGame	Assassin_avg_gameDuration	Assassin_var_gameDuration	Assassin_won	Assassin_weight	Fighter_avg_goldEarned	Fighter_var_goldEarned	Fighter_avg_kills	Fighter_var_kills	Fighter_avg_deaths	Fighter_var_deaths	Fighter_avg_assists	Fighter_var_assists	Fighter_avg_totalDamageTaken	Fighter_var_totalDamageTaken	Fighter_avg_totalMinionsKilled	Fighter_var_totalMinionsKilled	Fighter_avg_visionScore	Fighter_var_visionScore	Fighter_avg_visionWardsBoughtInGame	Fighter_var_visionWardsBoughtInGame	Fighter_avg_gameDuration	Fighter_var_gameDuration	Fighter_won	Fighter_weight	Mage_avg_goldEarned	Mage_var_goldEarned	Mage_avg_kills	Mage_var_kills	Mage_avg_deaths	Mage_var_deaths	Mage_avg_assists	Mage_var_assists	Mage_avg_totalDamageTaken	Mage_var_totalDamageTaken	Mage_avg_totalMinionsKilled	Mage_var_totalMinionsKilled	Mage_avg_visionScore	Mage_var_visionScore	Mage_avg_visionWardsBoughtInGame	Mage_var_visionWardsBoughtInGame	Mage_avg_gameDuration	Mage_var_gameDuration	Mage_won	Mage_weight	Marksman_avg_goldEarned	Marksman_var_goldEarned	Marksman_avg_kills	Marksman_var_kills	Marksman_avg_deaths	Marksman_var_deaths	Marksman_avg_assists	Marksman_var_assists	Marksman_avg_totalDamageTaken	Marksman_var_totalDamageTaken	Marksman_avg_totalMinionsKilled	Marksman_var_totalMinionsKilled	Marksman_avg_visionScore	Marksman_var_visionScore	Marksman_avg_visionWardsBoughtInGame	Marksman_var_visionWardsBoughtInGame	Marksman_avg_gameDuration	Marksman_var_gameDuration	Marksman_won	Marksman_weight	Support_avg_goldEarned	Support_var_goldEarned	Support_avg_kills	Support_var_kills	Support_avg_deaths	Support_var_deaths	Support_avg_assists	Support_var_assists	Support_avg_totalDamageTaken	Support_var_totalDamageTaken	Support_avg_totalMinionsKilled	Support_var_totalMinionsKilled	Support_avg_visionScore	Support_var_visionScore	Support_avg_visionWardsBoughtInGame	Support_var_visionWardsBoughtInGame	Support_avg_gameDuration	Support_var_gameDuration	Support_won	Support_weight	Tank_avg_goldEarned	Tank_var_goldEarned	Tank_avg_kills	Tank_var_kills	Tank_avg_deaths	Tank_var_deaths	Tank_avg_assists	Tank_var_assists	Tank_avg_totalDamageTaken	Tank_var_totalDamageTaken	Tank_avg_totalMinionsKilled	Tank_var_totalMinionsKilled	Tank_avg_visionScore	Tank_var_visionScore	Tank_avg_visionWardsBoughtInGame	Tank_var_visionWardsBoughtInGame	Tank_avg_gameDuration	Tank_var_gameDuration	Tank_won	Tank_weight	solo_q_tier	solo_q_division	flex_tier	flex_division
Wizard BlacK D	31	13103.5	13538720.25	7.5	0.25	9.0	4.0	5.5	12.25	34107.0	94614529.0	134.5	13572.25	0.0	0.0	0.0	0.0	2094.5	170982.25	0	2	12965.1666667	5922041.80556	9.16666666667	44.8055555556	7.83333333333	1.13888888889	5.66666666667	7.55555555556	34461.3333333	152085820.222	122.833333333	6423.80555556	0.0	0.0	0.0	0.0	1997.5	222665.916667	2	6	21854.0	0.0	11.0	0.0	8.0	0.0	14.0	0.0	42905.0	0.0	281.0	0.0	0.0	0.0	0.0	0.0	3427.0	0.0	1	1	13691.0526316	19801152.4709	9.63157894737	21.0747922438	4.63157894737	8.23268698061	7.94736842105	21.2077562327	20653.0526316	90093612.0499	183.315789474	3535.79501385	0.0	0.0	0.0	0.0	1913.94736842	373817.839335	13	19	8114.0	0.0	5.0	0.0	3.0	0.0	15.0	0.0	12429.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1308.0	0.0	1	1	11630.0	22581504.0	8.5	56.25	8.5	6.25	10.0	4.0	38307.5	224895012.25	107.0	6241.0	0.0	0.0	0.5	0.25	2041.0	121104.0	0	2	GOLD	IV			
Wiz4rd	391	11528.5647059	26340288.5517	7.44705882353	25.1648442907	7.23529411765	17.3799307958	6.31764705882	19.1343944637	27018.1647059	194468459.455	100.905882353	3971.77937716	2.23529411765	62.8152249135	1.21176470588	0.661038062284	1941.72941176	524860.973841	38	85	10147.3611111	23103715.3418	4.81944444444	15.3701774691	6.04166666667	18.6232638889	6.58333333333	25.6597222222	24329.1111111	195991644.904	57.7361111111	2904.88869599	3.16666666667	143.722222222	1.0	0.583333333333	1768.79166667	586769.137153	33	72	10984.9814815	22926937.3885	5.74074074074	23.1179698217	7.12962962963	14.0387517147	9.88888888889	46.6913580247	17077.5740741	81282804.689	89.6296296296	3136.12208505	0.925925925926	32.9945130316	1.24074074074	0.553155006859	1954.09259259	465241.528464	22	54	10518.4929577	22429961.3485	5.76056338028	21.7032334854	5.25352112676	10.8934735172	7.53521126761	25.7417179131	17231.915493	88772319.345	117.718309859	2941.3854394	7.6338028169	321.387026384	1.07042253521	0.882364610196	1798.46478873	456815.037493	35	71	9333.48648649	25430704.466	3.0	8.59459459459	5.40540540541	19.1059167275	12.5945945946	83.592403214	16642.4054054	138299430.241	28.9459459459	461.564645727	9.2972972973	508.208911614	1.35135135135	0.930606281958	1720.02702703	669390.891161	23	37	10619.9444444	20504655.6358	4.36111111111	8.89737654321	5.375	10.7621527778	10.9027777778	52.2266589506	25802.8611111	203429934.008	67.8333333333	3402.61111111	1.13888888889	34.2862654321	1.125	0.942708333333	1891.91666667	503164.409722	43	72	BRONZE	IV	BRONZE	V	
Windowsgamerbr	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11014.8	15484861.56	7.8	25.06	7.3	11.11	7.3	17.61	30194.8	138482178.86	61.8	3879.16	3.45	72.2475	0.1	0.09	1771.25	234666.8875	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11611.1	19067681.64	8.4	35.49	6.325	11.819375	7.475	18.899375	18242.2	67023789.86	148.2	2130.01	9.375	105.984375	0.025	0.024375	1738.975	303171.024375	20	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8651.71428571	25116975.3469	3.28571428571	12.7755102041	4.57142857143	13.1020408163	8.85714285714	104.979591837	19951.0	200097005.429	80.5714285714	3616.24489796	0.0	0.0	0.0	0.0	1651.28571429	458856.489796	2	7	SILVER	IV			
Wind Shot	991	13424.4736842	18399848.7405	7.29824561404	17.6829793783	7.35087719298	9.91197291474	4.68421052632	10.8125577101	27431.4561404	150286695.652	205.877192982	5940.77439212	6.17543859649	151.618344106	1.54385964912	1.61649738381	1954.96491228	267281.647892	24	57	14028.7069409	23572385.7059	7.84447300771	23.7225979871	6.72236503856	11.3933558462	4.12724935733	10.1856070869	28299.2802057	191631489.718	219.48714653	8418.0261844	6.55269922879	159.09555184	1.21979434447	1.08408119164	1816.53598972	282549.78855	421	778	11573.2906977	18944750.9969	4.62790697674	13.1406165495	6.3023255814	11.6992969173	4.87209302326	16.134802596	19600.6976744	105691382.234	194.976744186	4438.06922661	6.27906976744	132.922120065	1.23255813953	1.0156841536	1749.09302326	313786.386696	35	86	10617.4444444	36527699.8025	4.55555555556	11.8024691358	6.0	22.4444444444	7.66666666667	36.0	22625.3333333	244725731.111	142.111111111	9919.20987654	2.11111111111	35.6543209877	1.0	1.11111111111	1576.55555556	654793.802469	4	9	8377.31034483	14771885.1106	2.1724137931	3.52199762188	5.44827586207	13.8335315101	10.1724137931	38.9013079667	21485.862069	125957069.567	57.4137931034	1461.9667063	4.89655172414	169.472057075	2.13793103448	2.80856123662	1645.5862069	414009.13912	11	29	9941.65625	11342169.4131	2.15625	6.3193359375	5.28125	10.6396484375	12.0	59.125	29257.0	179693432.25	73.4375	2139.49609375	12.15625	623.631835938	2.03125	2.0927734375	1858.0625	275150.683594	14	32	PLATINUM	II	GOLD	IV	
Wind god	89	14032.6923077	24015228.6746	15.0769230769	95.9171597633	7.30769230769	9.75147928994	5.07692307692	7.30177514793	24938.8461538	112223625.822	104.076923077	8211.76331361	0.0	0.0	0.153846153846	0.130177514793	1880.0	182174.0	10	13	11718.5714286	27320212.3878	9.10714285714	30.9528061224	5.32142857143	13.4323979592	3.85714285714	9.26530612245	26490.3214286	234266931.647	142.714285714	8093.41836735	4.96428571429	113.534438776	0.571428571429	0.816326530612	1639.92857143	448216.566327	16	28	13049.3333333	22513630.8889	9.66666666667	35.8888888889	7.83333333333	10.9166666667	7.22222222222	25.0617283951	25748.0555556	221656053.164	170.5	4370.80555556	4.22222222222	87.8395061728	0.333333333333	0.333333333333	1903.27777778	311427.089506	9	18	13220.6666667	7882214.72222	10.9166666667	21.9097222222	5.33333333333	6.88888888889	8.16666666667	13.9722222222	18419.25	19806404.1875	186.916666667	1869.57638889	2.58333333333	45.4097222222	0.333333333333	0.388888888889	1733.41666667	102100.243056	8	12	12677.4166667	6786987.90972	6.5	29.9166666667	5.25	10.3541666667	18.5	24.4166666667	19275.25	59792492.8542	68.0	5701.0	7.91666666667	264.243055556	0.916666666667	0.243055555556	1973.0	96610.1666667	8	12	12574.0	7036835.66667	5.83333333333	9.80555555556	6.5	1.58333333333	7.0	18.6666666667	41115.1666667	401040689.139	174.166666667	6164.13888889	20.0	199.666666667	0.5	0.25	2062.5	245880.916667	3	6	SILVER	IV			
WIN POR NUDES	223	12068.5714286	31466200.5306	7.0	37.4285714286	6.57142857143	11.1020408163	5.57142857143	22.8163265306	30008.8571429	403108864.122	145.285714286	457.918367347	2.42857142857	35.387755102	0.428571428571	0.530612244898	1974.42857143	535072.816327	2	7	13140.8	10931446.36	8.6	16.84	6.4	11.84	5.8	20.96	29652.2	123938390.36	116.0	6496.8	0.0	0.0	1.0	0.6	1937.3	217665.21	7	10	12363.4705882	24552958.6021	7.41176470588	23.5755478662	5.70588235294	11.3056516724	6.88235294118	18.3783160323	19508.2745098	68158826.0815	167.941176471	4693.03575548	1.19607843137	28.1576316801	0.745098039216	0.895809304114	1914.31372549	423804.097655	28	51	13458.2333333	21154601.9789	8.46666666667	33.2155555556	5.425	10.0777083333	7.125	16.5760416667	19625.0416667	74444016.6899	196.766666667	4508.42888889	1.55833333333	23.3965972222	0.641666666667	0.629930555556	1945.675	261983.502708	67	120	9960.15	22463143.5275	3.95	16.1475	4.2	9.16	10.9	18.29	17877.0	141647196.1	59.8	8508.66	1.7	54.91	1.4	0.94	1770.2	317258.86	13	20	9266.8	20227102.6933	1.4	2.77333333333	3.46666666667	5.44888888889	15.4666666667	87.8488888889	21346.5333333	172093713.449	48.6666666667	996.355555556	0.0	0.0	1.4	1.44	1677.6	622175.973333	11	15	PLATINUM	II	SILVER	II	
WilsonGomes	41	14072.0	1638400.0	6.0	0.0	7.0	1.0	3.5	2.25	43422.0	178929.0	256.0	729.0	0.0	0.0	0.0	0.0	2342.0	3025.0	0	2	11301.6363636	23192145.1405	5.45454545455	10.4297520661	7.27272727273	19.2892561983	5.63636363636	17.3223140496	25355.8181818	134973529.24	103.363636364	8391.68595041	2.09090909091	43.7190082645	0.363636363636	0.595041322314	1984.63636364	538628.049587	5	11	4240.5	11912852.25	0.5	0.25	5.0	16.0	0.5	0.25	13774.0	163481796.0	72.5	4290.25	0.0	0.0	0.5	0.25	890.5	478172.25	1	2	12105.5	5008484.75	4.375	3.984375	7.0	14.5	9.25	17.4375	19092.375	36241965.2344	166.625	1895.234375	2.25	35.4375	0.25	0.1875	2051.25	64742.6875	3	8	9529.0	6161221.5	3.0	1.5	6.0	3.5	12.5	43.25	18067.75	37457764.1875	31.75	136.6875	0.0	0.0	0.5	0.75	1829.75	131558.1875	1	4	10108.2142857	16769397.7398	3.57142857143	9.81632653061	6.57142857143	15.5306122449	7.78571428571	37.1683673469	25387.0714286	152459017.066	99.3571428571	4353.37244898	2.0	26.2857142857	0.142857142857	0.122448979592	1887.21428571	390065.882653	7	14	SILVER	V	BRONZE	II	
wilsonfs	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14098.3	10788049.41	4.5	5.05	6.5	19.45	17.2	33.76	20187.0	119748493.4	87.9	859.89	10.9	308.09	1.1	0.49	2348.2	218585.96	7	10	11692.0	0.0	2.0	0.0	13.0	0.0	14.0	0.0	29113.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	2372.0	0.0	0	1	8915.53846154	16377311.3254	1.0	1.23076923077	5.23076923077	6.48520710059	11.9230769231	76.3786982249	15444.3076923	68706764.9822	38.2307692308	837.715976331	13.3076923077	468.828402367	1.76923076923	0.485207100592	1812.0	522697.538462	4	13	8392.5	7870607.25	1.75	0.6875	4.5	3.25	10.5	41.25	17286.0	53524203.0	24.0	66.5	18.25	247.1875	1.5	0.25	1697.0	204294.5	3	4	BRONZE	I			
wilson0206	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8535.5	9138570.25	2.33333333333	9.22222222222	6.66666666667	4.88888888889	4.83333333333	13.1388888889	14079.6666667	14868419.5556	68.0	2351.0	0.0	0.0	0.0	0.0	1817.66666667	55188.8888889	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6566.5	2191880.25	0.0	0.0	8.0	4.0	3.0	4.0	15132.0	24226084.0	11.0	0.0	0.0	0.0	0.0	0.0	1712.5	99540.25	0	2	7406.125	6148555.23438	0.875	0.609375	6.0625	6.93359375	7.3125	35.21484375	21508.375	71102896.7344	19.4375	99.74609375	11.5	180.125	0.0	0.0	1856.5625	289282.996094	4	16	BRONZE	I			
WillzX	772	11852.9615385	15040357.8831	7.11538461538	15.1533530572	5.26923076923	9.01725838264	6.26923076923	17.7352071006	29380.4871795	149408977.558	63.8717948718	2858.18869165	2.69230769231	73.9822485207	1.44871794872	0.939677843524	1854.61538462	300142.262327	36	78	11889.1464435	16541654.5685	6.35564853556	15.3588697677	5.51882845188	8.23290908773	7.39330543933	21.3850597854	28339.6066946	173341441.644	88.4016736402	6395.19430682	5.5690376569	150.086237986	1.1129707113	0.778032597469	1861.07949791	293828.290751	113	239	11330.4318182	13883405.609	5.75	11.3238636364	6.43181818182	10.2908057851	6.77272727273	21.0392561983	21717.0681818	93318854.1544	137.136363636	7344.66322314	4.38636363636	143.873450413	1.09090909091	1.21900826446	1781.04545455	249698.270661	20	44	13137.0955631	21552026.6735	6.65870307167	20.0473389323	5.43003412969	7.89015597153	6.21501706485	14.8923342147	19099.4197952	67757438.2299	218.505119454	5611.21925707	2.9590443686	112.45566052	0.843003412969	0.767160945381	1864.86006826	279789.772228	148	293	10678.2631579	11047340.615	2.28947368421	3.4688365651	5.23684210526	8.07548476454	14.3157894737	65.4265927978	22471.3684211	131161005.917	39.5526315789	794.668282548	15.6842105263	744.373961219	1.68421052632	1.21606648199	1987.05263158	266241.102493	20	38	10945.6	11309523.89	4.7	7.56	3.8875	5.39984375	9.8125	22.75234375	30469.625	141598437.184	55.95	3007.1475	6.1625	141.46109375	1.15	0.9525	1798.4375	251997.621094	44	80	PLATINUM	IV	GOLD	III	
WillMitto	410	12990.0	14905458.8	8.8	19.76	7.4	13.84	7.0	13.6	30024.8	176652351.76	128.2	5928.96	0.0	0.0	1.6	0.24	1955.8	337390.56	3	5	11257.480315	27242054.7063	6.54330708661	28.6103292207	4.92125984252	12.23002046	6.92125984252	32.9859259719	29645.1102362	332862467.452	85.2204724409	7203.998636	0.653543307087	11.3445346891	0.566929133858	0.576229152458	1805.65354331	545354.572881	65	127	12854.35	11051133.8275	10.15	19.0275	5.7	10.91	8.4	34.14	16767.85	77208276.6275	167.55	1970.1475	0.0	0.0	0.9	0.59	1768.65	175576.3275	15	20	13372.0	0.0	7.0	0.0	7.0	0.0	5.0	0.0	18787.0	0.0	182.0	0.0	0.0	0.0	1.0	0.0	1789.0	0.0	1	1	9507.5	411522.25	4.0	1.0	10.0	0.0	6.5	20.25	23865.0	11102224.0	70.5	4160.25	0.0	0.0	1.0	0.0	1905.5	98910.25	0	2	9382.05490196	11931655.6597	2.40784313725	5.73170319108	4.34117647059	6.41301038062	12.7137254902	57.9298116109	23865.9843137	155089441.192	23.368627451	332.546466744	3.71764705882	135.112433679	1.22352941176	0.989250288351	1900.2	356435.054118	122	255	SILVER	III	SILVER	V	
WillianYKZ	115	15495.3	12821777.61	11.6	44.64	6.8	6.76	6.1	5.29	28988.6	70341462.44	180.3	9844.81	5.4	119.84	1.2	0.36	2125.2	119711.56	8	10	12351.9552239	9397964.25173	6.98507462687	15.0594787258	8.23880597015	10.9280463355	7.58208955224	21.4671419024	29420.1791045	122421635.669	140.447761194	7045.82936066	6.59701492537	243.912229895	1.17910447761	0.594787257741	1849.47761194	143657.831588	36	67	12214.2424242	26599424.123	6.42424242424	18.0624426079	6.93939393939	12.4811753903	6.93939393939	24.4811753903	19055.0909091	80696380.6281	195.484848485	6399.2194674	2.54545454545	67.1570247934	0.969696969697	0.635445362718	1757.75757576	404767.274564	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6694.0	119972.666667	1.66666666667	0.888888888889	7.66666666667	0.888888888889	9.0	14.0	19921.6666667	3147201.55556	19.3333333333	64.8888888889	0.0	0.0	1.0	0.0	1560.66666667	3364.22222222	0	3	7959.5	2103950.25	2.0	0.0	10.0	0.0	6.0	4.0	29098.0	14699556.0	37.5	30.25	0.0	0.0	2.0	0.0	1696.5	20022.25	0	2	DIAMOND	V			
williamsjr	191	9637.8	4938507.76	5.0	7.6	8.0	2.8	6.0	8.4	23233.6	14723765.04	83.4	1855.04	0.0	0.0	0.4	0.24	1835.8	78409.36	1	5	11643.3611111	20184153.9529	7.30555555556	44.9344135802	5.55555555556	7.3024691358	8.08333333333	35.8541666667	27521.1111111	141296613.821	105.888888889	5790.32098765	0.805555555556	16.0455246914	0.944444444444	1.0524691358	1891.41666667	307440.020833	15	36	10552.8846154	23658568.4098	6.07692307692	28.3017751479	5.92307692308	8.45562130178	7.23076923077	36.7159763314	17544.6153846	64109201.3136	133.538461538	3594.9408284	1.30769230769	42.7514792899	0.461538461538	0.556213017751	1808.30769231	419800.289941	8	26	8571.66666667	22819342.3556	2.86666666667	10.2488888889	4.6	12.3733333333	5.26666666667	17.2622222222	13161.2666667	61706551.5289	129.533333333	5871.58222222	0.0	0.0	0.133333333333	0.115555555556	1582.13333333	491935.982222	5	15	8113.0	18295186.6316	1.42105263158	2.87534626039	3.78947368421	7.00831024931	11.1052631579	81.8836565097	15224.3157895	143083032.637	41.3684210526	2501.91689751	1.05263157895	19.944598338	0.736842105263	1.24653739612	1625.84210526	555359.290859	11	19	8878.88888889	13213347.0988	2.37777777778	4.14617283951	3.73333333333	6.64	11.0555555556	53.0969135802	22858.8333333	132757012.783	43.3777777778	1458.72395062	1.56666666667	29.5566666667	1.41111111111	1.28654320988	1762.54444444	429625.048025	43	90	SILVER	III	SILVER	V	
WillAprigio	632	10524.9032258	28417904.367	6.45161290323	25.753035033	7.29032258065	18.2920568852	4.43010752688	13.9655451497	23981.0645161	189191992.813	91.9032258065	4753.85084981	6.65591397849	217.236443519	0.913978494624	0.831309978032	1672.29032258	462212.937218	39	93	11891.4684211	30186687.2174	7.57368421053	31.7182548476	7.06315789474	15.4275900277	5.24210526316	18.1834903047	29742.2578947	279147184.012	133.510526316	6500.22883657	6.22631578947	171.080360111	0.952631578947	0.739861495845	1757.22105263	451156.361662	103	190	12399.1825397	24255085.4191	7.42857142857	23.7528344671	6.93650793651	12.3134290753	5.84920634921	19.2867850844	20790.6428571	106542983.769	163.412698413	4947.08364827	4.61904761905	157.458049887	0.992063492063	0.833270345175	1890.94444444	372857.798501	63	126	12381.880597	29994865.5081	7.73134328358	36.5248384941	7.50746268657	15.9514368456	6.34328358209	19.3597683226	24073.3731343	168369177.517	152.925373134	5688.94965471	9.02985074627	301.476720873	0.582089552239	0.496992648697	1804.91791045	391971.149978	64	134	10293.6551724	12250972.4328	3.41379310345	6.51843043995	7.37931034483	11.063020214	9.48275862069	36.1117717004	22551.8965517	142023076.644	58.1034482759	1638.09274673	6.31034482759	260.627824019	1.34482758621	1.53626634958	2011.5862069	185210.449465	8	29	12137.0833333	17285688.2764	6.63333333333	25.4655555556	6.71666666667	11.7363888889	7.78333333333	19.9030555556	30879.5833333	189270324.876	130.4	4305.10666667	13.95	280.8475	1.35	0.894166666667	1900.28333333	200508.969722	32	60	SILVER	IV	BRONZE	I	
Will Neko	290	13982.8	16875627.6267	10.2	43.36	7.26666666667	12.4622222222	7.13333333333	12.3822222222	27156.5333333	119069886.916	163.933333333	3629.12888889	0.0	0.0	0.4	0.24	2132.86666667	310513.848889	7	15	11911.7241379	11738071.5101	6.24137931034	10.7003567182	5.0	6.79310344828	6.94827586207	16.0835315101	26945.2931034	158074387.518	172.327586207	4894.04785969	1.39655172414	21.7220570749	0.189655172414	0.15368608799	1763.70689655	211887.483056	37	58	11458.68	21566829.7376	6.6	19.36	3.88	9.3056	7.76	22.2624	16729.0	96020358.64	163.72	6241.6416	0.6	8.64	0.4	0.4	1687.12	452735.7856	17	25	12142.6637931	20381965.3094	6.76724137931	20.8509958383	5.30172413793	7.98654875149	6.63793103448	20.4378715815	19641.1551724	75618224.5104	187.818965517	4224.40688169	1.79310344828	51.353745541	0.448275862069	0.316290130797	1790.13793103	329439.274078	51	116	8688.72972973	6656416.89993	1.67567567568	2.81373265157	4.08108108108	4.12856099343	13.972972973	52.2965668371	18365.6486486	53910614.0657	34.8108108108	396.639883126	3.10810810811	81.015339664	1.27027027027	0.521548575603	1713.16216216	193611.433163	20	37	10466.3846154	9912006.85207	3.46153846154	6.29980276134	4.61538461538	9.4674556213	12.8717948718	52.419460881	27768.0	148415591.538	86.5128205128	4548.35239974	1.25641025641	59.9855358317	0.692307692308	0.7258382643	1796.97435897	296857.666009	23	39	DIAMOND	III	PLATINUM	I	
WildSnake	260	11683.3030303	25836508.6051	8.45454545455	31.8236914601	6.66666666667	14.6161616162	6.4696969697	23.7339302112	23362.5	159387426.583	135.181818182	5150.96694215	2.19696969697	34.5824150597	1.30303030303	1.02938475666	1819.86363636	464946.63292	35	66	11874.1785714	18319097.6824	7.16071428571	21.4563137755	7.08928571429	11.6527423469	7.01785714286	21.553252551	30024.7857143	210388142.133	144.553571429	5775.38998724	5.76785714286	110.392538265	1.23214285714	0.67825255102	1833.51785714	318133.463967	28	56	11416.3157895	19902160.988	6.14035087719	15.1732840874	5.26315789474	8.82548476454	8.61403508772	30.9387503847	17774.5438596	84503808.4235	154.228070175	4605.89535242	6.24561403509	125.904586026	1.42105263158	0.980609418283	1831.14035088	376941.945214	32	57	12283.4626866	18914337.1441	6.67164179104	25.9518823791	6.08955223881	9.156159501	7.76119402985	22.5698373803	21752.4477612	85777283.1428	175.044776119	4890.01292047	4.40298507463	76.2704388505	0.865671641791	0.683448429494	1920.97014925	288161.730452	23	67	9822.11111111	13596505.8765	4.0	4.88888888889	6.0	16.4444444444	11.5555555556	28.2469135802	22068.3333333	102897572.0	72.6666666667	4483.55555556	9.88888888889	475.654320988	1.55555555556	2.02469135802	1773.11111111	424956.987654	3	9	6692.8	1559827.76	2.2	4.96	4.0	3.2	2.4	12.24	16321.6	10131371.84	111.2	472.16	6.8	18.16	1.2	0.16	1310.2	27739.76	1	5	SILVER	V			
WildHondremaurt	229	10606.8181818	14174463.2656	6.79220779221	19.7230561646	6.62337662338	13.4036093776	7.4025974026	21.305447799	25897.1558442	130286405.119	60.5844155844	1742.55456232	8.45454545455	88.1959858323	0.246753246753	0.211840107944	1768.51948052	300172.015854	37	77	11830.9555556	14839582.4425	6.28888888889	17.9832098765	8.15555555556	15.4202469136	7.77777777778	26.750617284	34319.7333333	275421752.773	109.044444444	5486.79802469	9.77777777778	124.30617284	0.333333333333	0.311111111111	1930.62222222	293588.41284	19	45	10576.6363636	10849451.8678	6.0	11.5151515152	5.75757575758	11.9412304867	7.06060606061	22.6629935721	19168.2424242	54993981.82	135.787878788	1951.5610652	9.39393939394	69.8751147842	0.333333333333	0.282828282828	1680.96969697	227528.87787	23	33	11950.3902439	15027029.555	7.46341463415	22.3950029744	6.85365853659	9.73468173706	8.0487804878	19.3634741225	20251.4146341	88921523.5598	156.853658537	3224.90541344	10.9756097561	64.9506246282	0.365853658537	0.280785246877	1793.14634146	183803.929804	22	41	10062.4545455	6538148.06612	2.63636363636	3.32231404959	7.45454545455	7.88429752066	13.0	40.1818181818	21187.2727273	98286284.1983	26.0	131.636363636	30.3636363636	610.049586777	0.909090909091	0.809917355372	1927.09090909	215853.719008	4	11	10409.7727273	8678669.63017	4.18181818182	8.51239669421	7.04545454545	7.58884297521	10.8181818182	39.6033057851	30693.1818182	115206747.876	96.4090909091	3631.96900826	7.54545454545	87.9752066116	0.318181818182	0.21694214876	1883.59090909	239443.332645	8	22	GOLD	III			
Wild Samuka	284	14726.0	0.0	9.0	0.0	10.0	0.0	4.0	0.0	45046.0	0.0	200.0	0.0	0.0	0.0	1.0	0.0	2484.0	0.0	0	1	12002.9285714	19035161.1556	5.9375	18.2193080357	5.16071428571	8.43845663265	5.95535714286	17.221221301	35204.3214286	254332727.986	181.794642857	6040.05604273	0.0	0.0	1.375	1.57366071429	1878.15178571	253411.48589	46	112	11103.9210526	20469567.8622	4.10526315789	10.6994459834	4.82894736842	7.87863573407	6.13157894737	20.4037396122	28780.3947368	244946454.528	168.078947368	5459.17797784	0.0	0.0	1.03947368421	1.03791551247	1816.77631579	365845.936807	40	76	9597.2	34314895.96	3.6	14.64	5.6	14.84	4.6	11.04	14524.5	64178292.25	122.2	6114.16	0.0	0.0	0.6	0.24	1671.9	964924.69	5	10	9555.93939394	8503033.05693	1.33333333333	3.34343434343	4.69696969697	7.75665748393	12.2878787879	56.6595500459	15194.4545455	42176241.5207	52.3333333333	5555.67676768	0.0	0.0	1.21212121212	1.2580348944	1862.65151515	212517.651286	42	66	11435.0526316	20051475.7341	3.31578947368	5.16343490305	5.31578947368	4.21606648199	7.78947368421	28.7977839335	32902.8947368	254427707.252	130.0	10127.2631579	0.0	0.0	1.73684210526	1.56232686981	2028.26315789	488972.720222	6	19	GOLD	I	GOLD	V	
WILD Ninesix	38	7395.0	21609.0	3.0	1.0	10.5	2.25	2.5	0.25	23592.0	15625.0	15.0	9.0	0.0	0.0	2.0	1.0	1624.5	1980.25	0	2	9141.5	87320.25	1.0	0.0	6.0	0.0	6.0	0.0	15063.0	808201.0	166.0	49.0	0.0	0.0	0.0	0.0	1570.5	7140.25	2	2	8800.0	0.0	2.0	0.0	9.0	0.0	10.0	0.0	18194.0	0.0	24.0	0.0	0.0	0.0	3.0	0.0	1984.0	0.0	0	1	12594.0	0.0	4.0	0.0	6.0	0.0	16.0	0.0	20129.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	2039.0	0.0	1	1	7875.37037037	6424072.60357	1.14814814815	1.01508916324	4.51851851852	5.73113854595	12.1481481481	50.8669410151	15290.8888889	34629178.1728	15.9259259259	88.5871056241	0.0	0.0	3.25925925926	5.37722908093	1725.33333333	197795.185185	16	27	7197.0	12009823.2	1.0	0.4	5.8	11.36	6.2	13.36	20020.4	107415716.24	33.8	397.36	0.0	0.0	1.8	3.36	1620.8	526195.76	2	5	GOLD	IV			
