avg_goldEarned	avg_kills	avg_deaths	avg_assists	avg_totalDamageTaken	avg_totalMinionsKilled	avg_visionScore	avg_visionWardsBoughtInGame	avg_gameDuration	var_goldEarned	var_kills	var_deaths	var_assists	var_totalDamageTaken	var_totalMinionsKilled	var_visionScore	var_visionWardsBoughtInGame	var_gameDuration	won	weight
12969.7579909	8.64383561644	6.53881278539	7.0	20891.8584475	194.210045662	1.46575342466	0.278538812785	1847.67579909	22213978.6772	32.5178537999	9.33920049692	17.1835399815	79928441.2371	5155.03153203	11.9048438873	0.219858484681	305601.673857	15.0684931507	32.6803652968	
12263.1438356	6.91780821918	5.07534246575	7.1301369863	19849.6849315	187.061643835	1.8493150685	0.287671232877	1787.28767123	20699548.9271	21.0823932313	8.19175511301	20.3237962856	96856703.4758	4609.24988949	15.4941483443	0.24808065692	330577.896269	23.0342465753	47.0821917808	
12515.9018868	7.92452830189	5.33584905661	7.34339622642	17617.1	177.843396226	5.35849056604	0.235849056604	1811.51320755	21170268.3256	28.7175848042	7.63268879859	18.8369674668	67846360.2962	3884.71754285	112.056886996	0.203790485082	293353.756224	30.420754717	56.0150943396	
12572.7169811	6.8679245283	6.7358490566	7.50943396227	21481.1698113	192.264150943	1.81132075471	0.245283018868	1818.28301887	25603460.1505	23.6611260857	12.2514225816	22.2367475292	102840419.409	5209.06199461	21.5717280623	0.140161725067	382086.529949	4.43396226415	9.64150943396	
11977.3333333	7.64197530865	5.69135802469	5.81481481482	19550.5555555	171.148148148	4.14814814815	0.0740740740741	1739.28395062	26953582.0616	35.6052616108	7.70155790712	14.1468253968	91043539.4593	4862.0005291	87.7409758966	0.0797472075251	368066.697648	6.30864197531	12.2839506173	
11778.6375	7.5875	6.575	7.4125	20656.5125	158.7375	9.7875	0.0625	1766.3125	13442191.151	27.490977408	7.30382012085	15.4209828193	58097826.8583	1916.40676858	56.9821536797	0.0543695887446	149847.915873	4.4375	8.7	
11750.5326087	5.76086956522	5.64130434783	6.94565217391	19123.4673913	183.717391304	2.91304347826	0.054347826087	1716.94565217	17954331.3981	19.0345405553	7.88629658385	16.4282426014	75949587.1409	3719.64779183	28.3265611679	0.0384750639387	248831.104239	4.65217391304	10.3695652174	
12510.2587413	7.41958041958	5.32167832168	6.66433566434	16674.8741259	177.265734266	3.2027972028	0.0	1810.30769231	29660890.9587	29.0629001146	8.73476181937	16.187707087	73019248.7182	6409.58262126	39.3834623806	0.0	432626.620101	22.7762237762	37.951048951	
12005.3255814	7.56976744186	4.66279069767	7.18604651163	18705.3139535	175.186046512	3.54651162791	0.046511627907	1794.19767442	22034551.7997	25.8844392565	7.10885786118	17.6355032774	71129681.8138	4214.45996229	45.3156640029	0.0357142857143	357483.134812	14.6627906977	31.3720930233	
12922.2941176	7.64705882353	5.58823529412	7.48039215686	19679.1960784	192.568627451	0.0	0.0784313725491	1921.85294118	18273055.329	22.3499635103	7.40237706194	20.9604966891	71048900.6149	3883.08494156	0.0	0.0677420393445	294457.870646	9.48039215686	18.4117647059	
12351.8866995	7.00492610838	6.11822660098	7.47783251232	18280.1428571	191.487684729	5.25123152709	0.79802955665	1858.42364532	15940015.7058	20.2721979	8.99799421979	15.9753738188	56639370.7298	4064.50110105	114.026271112	0.621643599969	252578.088762	24.9655172414	50.5073891626	
12764.8745763	6.0813559322	6.26440677966	6.25762711864	21434.5423729	200.488135593	2.1186440678	0.071186440678	1867.2338983	18812586.9391	18.1450860001	10.5644995139	14.5597688815	83500572.4232	4368.57563998	23.0261175167	0.0760475376145	267012.426338	28.7559322034	58.5728813559	
12244.9941521	6.60233918129	5.94736842105	6.55555555556	19976.7076023	186.771929825	2.75438596492	1.23391812865	1818.80701754	15016945.7249	17.8045681158	7.30830728551	13.5795233892	59255451.1119	3407.48348328	85.8359482038	1.03112822675	211593.674079	16.2807017544	28.298245614	
13696.9635036	9.52554744526	6.2700729927	7.99270072993	19713.7518248	195.627737226	0.21897810219	0.175182481752	1839.56934306	19910900.8749	26.2542344661	9.08246776109	15.7028379873	67098762.3629	4202.87096127	6.50430006504	0.131881169588	262821.155691	48.3065693431	76.8686131387	
12734.2096774	7.58064516129	7.09677419355	7.06451612903	21852.1129032	179.548387097	0.0	0.274193548387	1923.19354839	18593301.4919	28.8028076464	11.6033004779	12.0027628435	73655062.0411	3729.09505675	0.0	0.214650537634	292701.537709	7.25806451613	14.4838709677	
13379.2300885	7.81415929204	5.48672566372	6.69911504425	21471.1858407	187.150442478	0.0	0.150442477876	1965.90265487	19836120.1263	23.3055204383	7.75087442057	17.066350611	72681577.1549	3882.37357775	0.0	0.137958280657	275364.404783	10.5752212389	20.9115044248	
11676.0574713	6.28735632184	5.50574712643	6.13793103448	17089.6551724	166.551724138	2.41379310345	0.19540229885	1864.06896552	24066179.3017	18.9261232583	10.0246737533	20.2694552473	80750817.5109	6486.04974409	41.6161356457	0.204270734307	445898.49917	11.8275862069	22.4712643678	
11810.7241379	5.38793103448	5.10344827586	6.90517241379	18775.9482759	182.275862069	2.62931034483	0.163793103448	1858.56034483	20892232.7642	16.4959903634	7.05231017067	20.8486941252	81908199.693	4173.43001829	56.8347413793	0.177273888308	362043.296228	16.5086206897	30.3275862069	
10911.125	4.203125	6.28125	7.9375	18591.578125	123.484375	4.07812500001	0.609375000001	1900.234375	21282521.7686	14.4907925408	9.19413607224	22.153020287	79450040.8031	4086.15405831	74.6981789044	0.355245665792	455795.261134	8.34375	14.40625	
11018.890411	6.09589041096	5.52054794521	6.90410958904	18194.3150685	154.232876712	3.71232876713	0.369863013699	1748.4109589	20921523.6328	19.5316236275	9.82822134606	19.426015705	70887661.778	4091.05352488	57.0844967338	0.259243880369	367987.76017	5.47945205479	11.0821917808	
11893.8827161	7.78395061728	5.96913580247	7.62962962963	18772.7962963	159.179012346	0.827160493826	0.604938271605	1836.41975309	22537637.6509	27.215025715	10.2825029909	21.7869185855	85334991.1624	4197.05535193	10.567615769	0.530845440568	417150.467185	12.6481481481	29.024691358	
12578.9090909	6.0101010101	4.89898989899	7.16161616162	19451.0707071	201.252525252	13.9494949495	0.858585858587	1889.71717172	19332604.4127	12.856706495	5.72828701882	18.9592120702	81089458.2157	4819.24378125	217.229025099	0.865146413632	282125.241156	6.0404040404	11.2828282828	
11984.974359	8.49572649573	5.87179487179	7.15384615385	18436.0	150.384615384	1.51282051282	0.401709401709	1766.41025641	18590653.3865	25.7686406671	11.289293442	14.1779835641	84748203.2965	3470.6853028	31.14848447	0.317137212367	279265.768058	9.34188034188	18.6239316239	
11570.9423077	7.99999999998	7.42307692308	6.82692307692	20684.3846154	146.923076923	2.13461538462	0.25	1721.88461539	23235448.0313	32.9675647882	11.2167832168	17.427972028	90130249.8856	4464.29194776	54.2888111888	0.217132867133	298107.402602	6.13461538462	15.6153846154	
12211.8013245	5.82119205298	5.93377483444	9.56291390728	19562.2317881	154.622516556	2.3642384106	1.47682119205	1941.68874172	17305224.2392	18.9212116333	8.78658056744	28.1639885997	71271158.9085	4001.2843609	68.1272132586	1.41297149729	238454.285889	10.0794701987	20.761589404	
12148.82	7.22	5.0	5.94	19091.7	183.82	0.06	0.52	1832.3	24841001.1457	21.7223333333	7.47666666667	12.0243333333	81539945.6323	5656.284	0.162	0.444	408702.913	3.0	8.12	
12753.6615385	6.81538461538	6.27692307692	7.89230769231	21242.6923077	193.523076923	4.32307692308	0.123076923077	1895.64615385	14320214.94	11.765042735	6.83256410256	13.830042735	54107814.5522	3142.60350427	65.4307692308	0.123888888889	233645.770427	4.72307692308	9.36923076923	
10364.9636364	5.76363636364	4.12727272727	6.47272727273	14627.1090909	145.818181818	12.0181818182	0.345454545455	1686.18181818	18716108.5452	18.8238399172	6.51637916164	20.6758438272	54074047.1144	3958.62913001	59.6150077627	0.44963199356	385310.486272	11.5272727273	23.1818181818	
13100.8985507	9.04347826087	6.97101449275	7.28985507246	22439.1884058	184.028985507	1.34782608696	0.0	1794.23188406	15722303.6206	28.1506858178	7.00782867495	15.3475672878	67745755.844	2624.04820135	16.474378882	0.0	185135.55493	11.1304347826	20.8550724638	
12563.6146993	9.74610244989	5.7706013363	7.92650334076	17869.5389755	157.093541203	5.25835189309	0.75723830735	1793.68151448	17948403.9967	36.9750045101	8.50848022152	19.9402460012	55603241.8493	4086.50689567	120.371746688	0.446370722818	237147.411124	229.95545657	385.93986637	
12361.2459016	6.27868852459	4.52459016393	6.70491803279	19895.6229508	182.393442623	3.5737704918	0.0819672131148	1851.36065574	19494207.3425	23.1918955362	6.02524661132	19.932199631	80817841.3466	4654.87624193	43.580982542	0.056206088993	278601.273668	5.3606557377	9.29508196721	
11069.7706422	6.23853211009	7.59633027523	7.60550458716	20047.9633028	151.275229358	2.49541284404	0.0	1810.41284404	24034726.0836	19.2625743652	16.6533535728	20.6894923449	100654112.484	5074.37907237	23.4089973447	0.0	459845.683396	14.1009174312	29.128440367	
11078.0350877	6.12280701754	5.84210526316	5.57894736842	17450.3157894	127.192982456	0.0	0.0	1928.35087719	29152205.0239	24.937037037	15.9297270955	16.3010721248	119623851.629	5475.9165692	0.0	0.0	578530.822709	18.4035087719	36.5087719298	
12107.8488372	7.6511627907	6.74418604651	7.41860465116	19655.7325581	166.558139535	4.72093023256	1.70930232558	1785.8255814	21819422.4212	23.1682036889	10.4519179364	17.4227479284	62202835.4812	3869.56385325	84.3317963114	1.36494252874	322992.081963	7.38372093023	13.7209302326	
13555.5	9.67857142857	4.64285714286	7.28571428572	20392.5803571	196.053571429	5.65178571428	0.107142857143	1817.34821429	14098059.7749	27.5546927108	6.38571526862	12.7624508434	68365102.2228	2918.83650817	39.6870090512	0.104607752859	183584.237433	8.88392857143	14.5178571429	
11610.0857143	6.53333333333	5.31904761905	7.12857142857	17283.4333333	170.395238095	0.0	0.00952380952381	1758.11428572	23106075.957	25.7221075285	8.89911497984	21.7036356173	72032549.6907	4628.67309001	0.0	0.00919540229885	341236.840401	28.3047619048	57.8095238095	
11660.5396825	5.38095238095	6.25396825397	7.33333333333	17714.5079365	149.761904762	0.79365079365	0.349206349206	1916.15873016	14765042.9535	12.8649626517	9.23880848635	18.4203625895	60452578.0202	2976.72310406	11.6578483245	0.262682850918	262932.729225	7.53968253968	12.4603174603	
